solvai_error_rank,molecule_id,molecule_name,canonical_smiles,functional_group_family,scaffold,delta_g_pimd8,delta_g_classical_arrow,heavy_atom_count,molecular_weight,hbd,hba,tpsa,logp,rotatable_bonds,delta_g_exp,delta_g_solvai,solvai_absolute_error,delta_g_structure_only,structure_only_absolute_error,absolute_error_improvement,pimd8_absolute_error,solvai_signed_error,pimd8_signed_error,solvai_pimd8_error_same_direction,pimd8_more_accurate,solvai_large_pimd8_small,aromatic_ring_count,ring_count,larger_aromatic_posthoc,repeat_mean_prediction,repeat_prediction_sd,repeat_mean_absolute_error,repeat_max_absolute_error
13,LVZWSLJZHVFIQJ-UHFFFAOYSA-N,Cyclopropane,C1CC1,Alkanes,C1CC1,1.0406,0.4458,3,42.080999999999996,0,0,0.0,1.1703,0,0.75,1.1459860987654318,0.3959860987654318,1.229168960978835,0.479168960978835,0.08318286221340321,0.29059999999999997,0.3959860987654318,0.29059999999999997,True,True,False,0,1,False,1.1858722090828915,0.025733038026019228,0.4358722090828914,0.4692523315696635
14,KFZMGEQAYNKOFK-UHFFFAOYSA-N,2-Propanol,CC(C)O,Alcohols,ACYCLIC::alcohols,-4.62,-5.88,4,60.096000000000004,1,1,20.23,0.38710000000000006,0,-4.62,-4.975824404761902,0.35582440476190147,-4.771062488977073,0.15106248897707264,-0.20476191578482883,0.0,-0.35582440476190147,0.0,False,True,False,0,0,False,-4.959922625661375,0.033226725934122556,0.3399226256613742,0.3698967151675463
15,OKKJLVBELUTLKV-UHFFFAOYSA-N,Methanol,CO,Alcohols,ACYCLIC::alcohols,-4.76,-5.39,2,32.042,1,1,20.23,-0.3915,0,-5.11,-4.7620842041446165,0.3479157958553838,-4.796940674603166,0.3130593253968339,-0.03485647045854989,0.35000000000000053,0.3479157958553838,0.35000000000000053,True,False,False,0,0,False,-4.740301840828922,0.050445016877564815,0.36969815917107807,0.4314142305996498
16,BAVYZALUXZFZLV-UHFFFAOYSA-N,methylamine,CN,Amines,ACYCLIC::amines,-4.39,-5.04,2,31.058,1,1,26.02,-0.4251,0,-4.55,-4.264119290123456,0.2858807098765439,-4.614227193562603,0.06422719356260309,-0.2216535163139408,0.16000000000000014,0.2858807098765439,0.16000000000000014,True,True,False,0,0,False,-4.2161822966490305,0.040085228740290184,0.3338177033509696,0.3829240873015882
17,RGSFGYAAUTVSQA-UHFFFAOYSA-N,Cyclopentane,C1CCCC1,Alkanes,C1CCCC1,1.3198,0.4947,5,70.135,0,0,0.0,1.9505000000000001,0,1.2,0.9581741732804225,0.24182582671957742,0.9140054717813033,0.28599452821869664,0.04416870149911922,0.11980000000000013,-0.24182582671957742,0.11980000000000013,False,True,False,0,1,False,0.9918056236331566,0.11917449446764969,0.20819437636684332,0.34316016975308605
18,WQOXQRCZOLPYPM-UHFFFAOYSA-N,DimethylDisulfide,CSSC,Sulfides,ACYCLIC::sulfides,-1.85,-2.64,4,94.20400000000001,0,2,0.0,1.6274,1,-1.83,-1.5920861331569653,0.23791386684303473,-1.5264546141975277,0.30354538580247237,0.06563151895943764,0.020000000000000018,0.23791386684303473,-0.020000000000000018,False,True,False,0,0,False,-1.5911904567901227,0.02927966625969617,0.2388095432098775,0.26944994047619164
19,FDPIMTJIUBPUKL-UHFFFAOYSA-N,3-Pentanone,CCC(=O)CC,Ketones,ACYCLIC::ketones,-3.6394,-4.2903,6,86.134,0,1,17.07,1.3755,2,-3.41,-3.180741523368605,0.22925847663139498,-3.1693222111992925,0.24067778880070767,0.01141931216931269,0.22940000000000005,0.22925847663139498,-0.22940000000000005,False,False,False,0,0,False,-3.1911131547619043,0.026310904734606944,0.2188868452380957,0.25290606261023063
20,ROSDSFDQCJNGOL-UHFFFAOYSA-N,dimethylamine,CNC,Amines,ACYCLIC::amines,-4.53,-5.68,3,45.085,1,1,12.03,-0.1644000000000001,0,-4.3,-4.077093805114639,0.22290619488536123,-4.44479831349206,0.14479831349206052,-0.07810788139330072,0.23000000000000043,0.22290619488536123,-0.23000000000000043,False,False,False,0,0,False,-4.026943822045856,0.05259073177334162,0.2730561779541437,0.36289238227513376
21,CSCPPACGZOOCGX-UHFFFAOYSA-N,Acetone,CC(C)=O,Ketones,ACYCLIC::ketones,-3.4858,-4.1309,4,58.080000000000005,0,1,17.07,0.5952999999999999,0,-3.8,-3.5773856591710786,0.22261434082892118,-3.5982575507054677,0.2017424492945321,-0.020871891534389064,0.31420000000000003,0.22261434082892118,0.31420000000000003,True,False,False,0,0,False,-3.5618296959435627,0.011943317698544344,0.23817030405643722,0.25184876455026517
22,IKHGUXGNUITLKF-UHFFFAOYSA-N,acetaldehyde,CC=O,Aldehydes,ACYCLIC::aldehydes,-3.2252,-3.678,3,44.053,0,1,17.07,0.2052,0,-3.5,-3.295875152116403,0.20412484788359686,-3.1487524029982352,0.3512475970017648,0.14712274911816792,0.27479999999999993,0.20412484788359686,0.27479999999999993,True,False,False,0,0,False,-3.235632267724867,0.08128617339159093,0.26436773227513266,0.4051456552028232
23,LSDPWZHWYPCBBB-UHFFFAOYSA-N,MethaneThiol,CS,Thiols,ACYCLIC::thiols,-1.649,-2.012,2,48.11000000000001,1,1,0.0,0.546,0,-1.219,-1.0201359607583766,0.19886403924162344,-1.0083761133156952,0.21062388668430487,0.011759847442681437,0.42999999999999994,0.19886403924162344,-0.42999999999999994,False,False,False,0,0,False,-1.022183819400352,0.01864581304863031,0.1968161805996479,0.22603802601411005
24,VNKYTQGIUYNRMY-UHFFFAOYSA-N,MethylPropylEther,CCCOC,Ethers,ACYCLIC::ethers,-1.6636,-2.3191,5,74.12299999999999,0,1,9.23,1.0428,2,-1.66,-1.8514420414462072,0.19144204144620725,-2.41084740961199,0.7508474096119901,0.5594053681657829,0.0036000000000000476,-0.19144204144620725,-0.0036000000000000476,True,True,False,0,0,False,-1.8191270859788347,0.04072186083113896,0.1591270859788348,0.2224771626984121
25,XDTMQSROBMDMFD-UHFFFAOYSA-N,Cyclohexane,C1CCCCC1,Alkanes,C1CCCCC1,1.1343,0.2,6,84.162,0,0,0.0,2.3406000000000002,0,1.23,1.0471455529100544,0.18285444708994558,1.0344774603174611,0.19552253968253885,0.012668092592593272,0.0956999999999999,-0.18285444708994558,-0.0956999999999999,True,True,False,0,1,False,1.0447818867283958,0.12055153834229464,0.1852181132716041,0.3566428893298047
26,HPXRVTGHNJAIIH-UHFFFAOYSA-N,Cyclohexanol,OC1CCCCC1,Alcohols,C1CCCCC1,-5.13,-6.56,7,100.161,1,1,20.23,1.3114,0,-5.47,-5.651143099647263,0.18114309964726338,-5.3813773919753,0.0886226080246999,-0.09252049162256348,0.33999999999999986,-0.18114309964726338,0.33999999999999986,False,False,False,0,1,False,-5.655049497354492,0.024986775226538718,0.1850494973544917,0.2091305224867659
27,IWDCLRJOBJJRNH-UHFFFAOYSA-N,p-cresol,Cc1ccc(O)cc1,Aromatics,c1ccccc1,-6.7102,-7.6155,8,108.13999999999999,1,1,20.23,1.7006199999999998,0,-6.14,-6.315668342151672,0.17566834215167226,-5.900304177689605,0.2396958223103951,0.06402748015872284,0.5702000000000007,-0.17566834215167226,-0.5702000000000007,True,False,False,1,1,True,-6.264801280864196,0.038815063607199184,0.12480128086419669,0.15557347883597927
28,XLYOFNOQVPJJNP-UHFFFAOYSA-N,Water,O,Aromatics,ACYCLIC::aromatics,-6.128,-6.8106,1,18.015,0,0,31.5,-0.8247,0,-6.3,-6.125901154761905,0.1740988452380945,-2.286369015873014,4.013630984126985,3.8395321388888908,0.1719999999999997,0.1740988452380945,0.1719999999999997,True,True,False,0,0,False,-6.390394794179896,0.122412612565031,0.12042943262786618,0.23596512477954423
29,ZWEHNKRNPOVVGH-UHFFFAOYSA-N,2-Butanone,CCC(C)=O,Ketones,ACYCLIC::ketones,-3.5458,-4.1447,5,72.10699999999999,0,1,17.07,0.9854,1,-3.71,-3.538820216049382,0.17117978395061817,-3.3846054122574976,0.3253945877425024,0.15421480379188424,0.16420000000000012,0.17117978395061817,0.16420000000000012,True,True,False,0,0,False,-3.569614537037036,0.021135665291222044,0.14038546296296425,0.16356091269841455
30,QLNJFJADRCOGBJ-UHFFFAOYSA-N,propionamide,CCC(N)=O,Amides,ACYCLIC::amides,-9.5683,-10.614,5,73.09499999999998,1,1,43.09,-0.11829999999999996,1,-9.4,-9.55456581790124,0.1545658179012399,-9.408487962962981,0.008487962962981044,-0.14607785493825887,0.16830000000000034,-0.1545658179012399,-0.16830000000000034,True,False,False,0,0,False,-9.56327482804233,0.011291108295851397,0.16327482804232965,0.17420135582010765
31,XNLICIUVMPYHGG-UHFFFAOYSA-N,2-Pentanone,CCCC(C)=O,Ketones,ACYCLIC::ketones,-3.5087,-4.1949,6,86.13399999999999,0,1,17.07,1.3755,2,-3.52,-3.3675539021164025,0.15244609788359753,-3.381048170194003,0.13895182980599685,-0.01349426807760068,0.011299999999999866,0.15244609788359753,0.011299999999999866,True,True,False,0,0,False,-3.351797246472663,0.02050761089085081,0.16820275352733702,0.19710633818342105
32,UHOVQNZJYSORNB-UHFFFAOYSA-N,Benzene,c1ccccc1,Aromatics,c1ccccc1,-1.0519,-1.4551,6,78.11399999999999,0,0,0.0,1.6866,0,-0.88,-0.7315056569664905,0.1484943430335095,-0.685547313712522,0.19445268628747803,0.045958343253968525,0.17190000000000005,0.1484943430335095,-0.17190000000000005,False,False,False,1,1,False,-0.7447322950617286,0.010794733807406276,0.1352677049382715,0.14690839285714263
33,PAYRUJLWNCNPSJ-UHFFFAOYSA-N,Aniline,Nc1ccccc1,Heterorings,c1ccccc1,-5.48,-5.7112,7,93.12899999999999,1,1,26.02,1.2688000000000001,0,-5.54,-5.6858998677248715,0.1458998677248715,-5.773149415784819,0.23314941578481907,0.08724954805994756,0.05999999999999961,-0.1458998677248715,0.05999999999999961,False,True,False,1,1,False,-5.65921288580247,0.01300846638163964,0.11921288580246987,0.1326943231922435
34,RAXXELZNTBOGNW-UHFFFAOYSA-N,Imidazole,c1c[nH]cn1,Heterorings,c1c[nH]cn1,-9.89,-10.41,5,68.079,1,1,28.68,0.40969999999999995,0,-9.6,-9.74495195105821,0.14495195105821068,-9.01683650793652,0.5831634920634805,0.4382115410052698,0.2900000000000009,-0.14495195105821068,-0.2900000000000009,True,False,False,1,1,False,-9.717122854938278,0.028012258999801965,0.11712285493827927,0.1617586529982411
35,KAKZBPTYRLMSJV-UHFFFAOYSA-N,Buta-13-diene,C=CC=C,Alkenes,ACYCLIC::alkenes,0.96,0.3,4,54.09199999999999,0,0,0.0,1.3584,1,0.61,0.46692415784832475,0.14307584215167524,0.49944309413580285,0.11055690586419714,-0.032518936287478095,0.35,-0.14307584215167524,0.35,False,False,False,0,0,False,0.49511935537918894,0.01598872647566282,0.11488064462081105,0.13541335978835944
36,ZFRKQXVRDFCRJG-UHFFFAOYSA-N,3-methyl-indole,Cc1c[nH]c2ccccc12,Heterorings,c1ccc2[nH]ccc2c1,-6.9,-7.88,10,131.17799999999997,1,0,15.79,2.4763200000000003,0,-5.88,-6.022644697971779,0.1426446979717788,-6.642153703703701,0.7621537037037012,0.6195090057319224,1.0200000000000005,-0.1426446979717788,-1.0200000000000005,True,False,False,2,2,True,-6.112737967372134,0.04355021743922594,0.23273796737213334,0.27214964726631585
37,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,Ethanol,CCO,Alcohols,ACYCLIC::alcohols,-4.94,-5.75,3,46.069,1,1,20.23,-0.0014000000000000123,0,-5.01,-5.150713458994708,0.14071345899470789,-4.980690432098772,0.02930956790122785,-0.11140389109348003,0.0699999999999994,-0.14071345899470789,0.0699999999999994,False,True,False,0,0,False,-5.153941040564372,0.0653762093350422,0.1439410405643727,0.204434865520283
38,XEKOWRVHYACXOJ-UHFFFAOYSA-N,EthylAcetate,CCOC(C)=O,Esters,ACYCLIC::esters,-2.7991,-3.3956,6,88.106,0,2,26.3,0.5694,1,-3.12,-2.9808218694885347,0.13917813051146544,-2.840726278659611,0.2792737213403891,0.14009559082892364,0.32089999999999996,0.13917813051146544,0.32089999999999996,True,False,False,0,0,False,-3.0075225881834213,0.015803289215991508,0.11247741181657869,0.13316405423280298
39,NBBJYMSMWIIQGU-UHFFFAOYSA-N,propionaldehyde,CCC=O,Aldehydes,ACYCLIC::aldehydes,-3.1774,-3.7325,4,58.08,0,1,17.07,0.5952999999999999,1,-3.43,-3.292918044532629,0.13708195546737123,-3.4759624779541434,0.04596247795414321,-0.09111947751322802,0.25260000000000016,0.13708195546737123,0.25260000000000016,True,False,False,0,0,False,-3.259797222222222,0.041980132105387896,0.17020277777777845,0.2269335868606719
40,NNPPMTNAJDCUHE-UHFFFAOYSA-N,Isobutane,CC(C)C,Alkanes,ACYCLIC::alkanes,2.2628,1.3525,4,58.123999999999995,0,0,0.0,1.6622999999999999,0,2.2800000000000002,2.148603499559082,0.1313965004409181,2.1283692793209865,0.15163072067901373,0.020234220238095624,0.017200000000000326,-0.1313965004409181,-0.017200000000000326,True,True,False,0,0,False,2.153185609876543,0.024473298296572795,0.12681439012345735,0.16193058906525648
41,YWAKXRMUMFPDSH-UHFFFAOYSA-N,pent-1-ene,C=CCCC,Alkenes,ACYCLIC::alkenes,1.93,1.09,5,70.13499999999999,0,0,0.0,1.9725,2,1.6800000000000002,1.5490530370370372,0.13094696296296293,1.47315513888889,0.20684486111111022,0.07589789814814729,0.24999999999999978,-0.13094696296296293,0.24999999999999978,False,False,False,0,0,False,1.5332431300705474,0.005883879507939937,0.14675686992945275,0.15307991600529047
42,JUJWROOIHBZHMG-UHFFFAOYSA-N,pyridine,c1ccncc1,Heterorings,c1ccncc1,-4.7658,-5.5293,6,79.10199999999998,0,1,12.89,1.0816,0,-4.69,-4.565645866402115,0.12435413359788505,-4.0307183972663125,0.6592816027336879,0.5349274691358028,0.0757999999999992,0.12435413359788505,-0.0757999999999992,False,True,False,1,1,False,-4.560934259259257,0.017826900790777252,0.1290657407407428,0.14928887786596334
43,FERIUCNNQQJTOY-UHFFFAOYSA-N,butyricacid,CCCC(=O)O,Acids,ACYCLIC::acids,-5.9512,-6.5977,6,88.10599999999998,1,1,37.3,0.8711,2,-6.35,-6.233119609788353,0.1168803902116462,-6.242372167107585,0.10762783289241451,-0.009252557319231691,0.3987999999999996,0.1168803902116462,0.3987999999999996,True,False,False,0,0,False,-6.224713681657844,0.010400420715006733,0.12528631834215515,0.13348185626102627
44,AMQJEAYHLZJPGS-UHFFFAOYSA-N,1-Pentanol,CCCCCO,Alcohols,ACYCLIC::alcohols,-4.52,-5.65,6,88.14999999999999,1,1,20.23,1.1689,3,-4.47,-4.581373324514992,0.11137332451499216,-4.498747486772491,0.028747486772490838,-0.08262583774250132,0.04999999999999982,-0.11137332451499216,-0.04999999999999982,True,True,False,0,0,False,-4.585428450176367,0.01149398381997968,0.11542845017636676,0.12501404320987586
45,QWVGKYWNOKOFNN-UHFFFAOYSA-N,o-cresol,Cc1ccccc1O,Aromatics,c1ccccc1,-6.1497,-7.1439,8,108.13999999999999,1,1,20.23,1.70062,0,-5.87,-5.761756492504408,0.10824350749559208,-5.671452689594351,0.1985473104056492,0.09030380291005713,0.27970000000000006,0.10824350749559208,-0.27970000000000006,False,False,False,1,1,True,-5.774458159171075,0.04405963595576579,0.09554184082892511,0.15075298721340324
46,VLKZOEOYAKHREP-UHFFFAOYSA-N,Hexane,CCCCCC,Alkanes,ACYCLIC::alkanes,2.446,1.5718,6,86.178,0,0,0.0,2.5866000000000007,3,2.5095,2.4028343123897686,0.10666568761023143,2.4542779836860658,0.05522201631393431,-0.05144367129629712,0.06349999999999989,-0.10666568761023143,-0.06349999999999989,True,True,False,0,0,False,2.4000122422839496,0.006879526821378482,0.10948775771605064,0.11877571913580232
47,GETQZCLCWQTVFV-UHFFFAOYSA-N,trimethylamine,CN(C)C,Amines,ACYCLIC::amines,-3.18,-4.24,4,59.111999999999995,0,1,3.24,0.17779999999999996,0,-3.2,-3.302760835537917,0.10276083553791704,-3.843785780423277,0.6437857804232769,0.5410249448853599,0.020000000000000018,-0.10276083553791704,0.020000000000000018,False,True,False,0,0,False,-3.3534836604938247,0.04079410511921631,0.15348366049382484,0.1895111441798929
48,CRSOQBOWXPBRES-UHFFFAOYSA-N,NeoPentane,CC(C)(C)C,Alkanes,ACYCLIC::alkanes,2.3784,1.4541,5,72.151,0,0,0.0,2.0524,0,2.5,2.4042070934744255,0.09579290652557448,2.2799313359788367,0.22006866402116332,0.12427575749558883,0.12159999999999993,-0.09579290652557448,-0.12159999999999993,True,False,False,0,0,False,2.419654044841267,0.008064219315278606,0.0803459551587327,0.0894779056437418
49,LJSQFQKUNVCTIA-UHFFFAOYSA-N,DiEthylSulfide,CCSCC,Sulfides,ACYCLIC::sulfides,-1.55,-2.32,5,90.191,0,1,0.0,1.7593999999999999,2,-1.43,-1.3357743055555573,0.09422569444444262,-1.3972919951499152,0.03270800485008474,-0.06151768959435788,0.1200000000000001,0.09422569444444262,-0.1200000000000001,False,False,False,0,0,False,-1.337616002204585,0.03100429543874829,0.09238399779541488,0.12662194003527238
50,MWPLVEDNUUSJAV-UHFFFAOYSA-N,Anthracene,c1ccc2cc3ccccc3cc2c1,Aromatics,c1ccc2cc3ccccc3cc2c1,-3.883,-4.2716,14,178.23399999999995,0,0,0.0,3.993000000000002,0,-3.95,-4.043696439594357,0.09369643959435692,-3.890337731481481,0.0596622685185193,-0.034034171075837616,0.06700000000000017,-0.09369643959435692,0.06700000000000017,False,True,False,3,3,True,-3.881131144179892,0.10543157153507414,0.11622061067019489,0.12550792548501066
51,OFBQJSOFQDEBGM-UHFFFAOYSA-N,Pentane,CCCCC,Alkanes,ACYCLIC::alkanes,2.2838,1.3931,5,72.151,0,0,0.0,2.1965000000000003,2,2.3422,2.249311821649027,0.09288817835097296,2.302262567460314,0.03993743253968596,-0.052950745811287,0.05840000000000023,-0.09288817835097296,-0.05840000000000023,True,True,False,0,0,False,2.2427455713403868,0.013583286671775713,0.09945442865961356,0.11895105048501042
52,QQONPFPTGQHPMA-UHFFFAOYSA-N,Propene,C=CC,Alkenes,ACYCLIC::alkenes,1.37,0.84,3,42.080999999999996,0,0,0.0,1.1923,0,1.32,1.235211453924164,0.08478854607583597,1.1996392217813072,0.12036077821869284,0.035572232142856874,0.050000000000000044,-0.08478854607583597,0.050000000000000044,False,True,False,0,0,False,1.2133853295414483,0.016233298129724117,0.10661467045855182,0.11867242372133857
53,WXEHBUMAEPOYKP-UHFFFAOYSA-N,EthylMethylSulfide,CCSC,Sulfides,ACYCLIC::sulfides,-1.61,-1.97,4,76.164,0,1,0.0,1.3693,1,-1.5,-1.4221497861552044,0.07785021384479562,-1.4388014241622606,0.061198575837739355,-0.01665163800705627,0.1100000000000001,0.07785021384479562,-0.1100000000000001,False,False,False,0,0,False,-1.4175297707231054,0.035559543943901116,0.08247022927689476,0.11532317019400296
54,BDERNNFJNOPAEC-UHFFFAOYSA-N,Propanol,CCCO,Alcohols,ACYCLIC::alcohols,-4.74,-5.5,4,60.096,1,1,20.23,0.3887,1,-4.92,-4.8433360670194,0.07666393298060026,-4.760840156525575,0.15915984347442524,0.08249591049382499,0.17999999999999972,0.07666393298060026,0.17999999999999972,True,False,False,0,0,False,-4.840185842151676,0.008858469213929906,0.0798141578483234,0.08896383377424666
55,QUSNBJAOOMFDIB-UHFFFAOYSA-N,ethylamine,CCN,Amines,ACYCLIC::amines,-4.38,-5.53,3,45.084999999999994,1,1,26.02,-0.03499999999999981,0,-4.5,-4.576524052028218,0.07652405202821821,-4.533958481040557,0.033958481040556876,-0.04256557098766134,0.1200000000000001,-0.07652405202821821,0.1200000000000001,False,False,False,0,0,False,-4.593655707671957,0.017129629717638505,0.093655707671957,0.11893543871252188
56,SUVIGLJNEAMWEG-UHFFFAOYSA-N,Propanethiol,CCCS,Thiols,ACYCLIC::thiols,-1.45,-1.86,4,76.16399999999999,1,1,0.0,1.3262,1,-1.05,-1.1260554695767195,0.07605546957671949,-0.9539282451499109,0.09607175485008912,0.020016285273369627,0.3999999999999999,-0.07605546957671949,-0.3999999999999999,True,False,False,0,0,False,-1.1637442328042324,0.011502519598204704,0.1137442328042324,0.12537800485008788
57,IJDNQMDRQITEOD-UHFFFAOYSA-N,Butane,CCCC,Alkanes,ACYCLIC::alkanes,2.1391,1.3989,4,58.123999999999995,0,0,0.0,1.8064,1,2.1032,2.0300732810846553,0.07312671891534483,2.090479513668433,0.012720486331567304,-0.06040623258377753,0.03589999999999982,-0.07312671891534483,0.03589999999999982,False,True,False,0,0,False,2.0195424321428566,0.042765011654474945,0.08365756785714366,0.15181168231922526
58,UFWIBTONFRDIAS-UHFFFAOYSA-N,Napthalene,c1ccc2ccccc2c1,Aromatics,c1ccc2ccccc2c1,-2.6445,-3.1357,10,128.17399999999995,0,0,0.0,2.839800000000001,0,-2.4,-2.4730768849206366,0.07307688492063669,-2.4928990520282226,0.09289905202822268,0.019822167107585997,0.24449999999999994,-0.07307688492063669,-0.24449999999999994,True,False,False,2,2,True,-2.49209132495591,0.021399521603710992,0.09209132495590984,0.12797051366843082
59,MSXVEPNJUHWQHW-UHFFFAOYSA-N,2-Methyl-2-Butanol,CCC(C)(C)O,Alcohols,ACYCLIC::alcohols,-4.6,-5.36,6,88.14999999999998,1,1,20.23,1.1673,1,-4.43,-4.3580192019400315,0.07198079805996827,-4.31448847001763,0.11551152998236969,0.04353073192240142,0.16999999999999993,0.07198079805996827,-0.16999999999999993,False,False,False,0,0,False,-4.338302967372133,0.017893112492257522,0.09169703262786673,0.10787113095238166
