candidate_id,name,smiles,canonical_isomeric_smiles,full_inchi_key,connectivity_key,fragment_parent_key,uncharged_parent_key,canonical_tautomer_key,experimental_dg_kcal_mol,temperature_k,hscp_units,standard_state,sign_convention,heavy_atom_count,molecular_weight,n_eligible_measurement_rows,n_independent_source_refs,source_record_ids,source_refs,source_dois,target_scope_compatible,known_registry_conflict,scientifically_eligible,overlap_endpoint_public_1280_exact,overlap_endpoint_public_1280_standardized,overlap_endpoint_arrow_85_exact,overlap_endpoint_arrow_85_standardized,overlap_teacher_combisolv_qm_exact,overlap_teacher_combisolv_qm_standardized,overlap_teacher_abraham_exact,overlap_teacher_abraham_standardized,overlap_teacher_openff_exact,overlap_teacher_openff_standardized,overlap_teacher_gbn2_exact,overlap_teacher_gbn2_standardized,overlap_teacher_molsolv_smd_exact,overlap_teacher_molsolv_smd_standardized,overlap_teacher_confsolv_exact,overlap_teacher_confsolv_standardized,any_endpoint_overlap,any_teacher_source_overlap,endpoint_disjoint_eligible,strict_response_source_disjoint,endpoint_cohort_exclusion_reason
DPCILIMHENXHQX,2-ethyl-3-methoxypyrazine,CCc1nccnc1OC,CCc1nccnc1OC,DPCILIMHENXHQX-UHFFFAOYSA-N,DPCILIMHENXHQX,DPCILIMHENXHQX,DPCILIMHENXHQX,DPCILIMHENXHQX,-4.393344412065939,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,10,138.17,1,1,SANDER-27063,755,10.1021/JF60178A004,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,True,True,False,
DWEYPOWXNBAIDU,"N,N-dichloromethylamine",CN(Cl)Cl,CN(Cl)Cl,DWEYPOWXNBAIDU-UHFFFAOYSA-N,DWEYPOWXNBAIDU,DWEYPOWXNBAIDU,DWEYPOWXNBAIDU,DWEYPOWXNBAIDU,-1.2452613975650346,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,4,99.948,1,1,SANDER-39111,2821,10.1016/J.CHEMOSPHERE.2009.07.056,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,
DWPLEOPKBWNPQV,2′-methoxyacetophenone,COc1ccccc1C(C)=O,COc1ccccc1C(C)=O,DWPLEOPKBWNPQV-UHFFFAOYSA-N,DWPLEOPKBWNPQV,DWPLEOPKBWNPQV,DWPLEOPKBWNPQV,DWPLEOPKBWNPQV,-6.309257608654238,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,11,150.17699999999996,1,1,SANDER-16096,3724,10.1021/JE700612B,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,
DZHZYPCCEISGSQ,"1,3,5-trichloronaphthalene",Clc1cc(Cl)c2cccc(Cl)c2c1,Clc1cc(Cl)c2cccc(Cl)c2c1,DZHZYPCCEISGSQ-UHFFFAOYSA-N,DZHZYPCCEISGSQ,DZHZYPCCEISGSQ,DZHZYPCCEISGSQ,DZHZYPCCEISGSQ,-3.063453976464707,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,13,231.509,1,1,SANDER-35219,3732,10.1016/J.ATMOSENV.2016.10.009,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,
FALCMQXTWHPRIH,"2,3-dichloropropene",C=C(Cl)CCl,C=C(Cl)CCl,FALCMQXTWHPRIH-UHFFFAOYSA-N,FALCMQXTWHPRIH,FALCMQXTWHPRIH,FALCMQXTWHPRIH,FALCMQXTWHPRIH,-1.2801235082622549,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,5,110.971,1,1,SANDER-34271,3946,10.1080/09593338709384529,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,True,True,True,False,True,True,False,
FCOAHACKGGIURQ,iprobenphos,CC(C)OP(=O)(OC(C)C)SCc1ccccc1,CC(C)OP(=O)(OC(C)C)SCc1ccccc1,FCOAHACKGGIURQ-UHFFFAOYSA-N,FCOAHACKGGIURQ,FCOAHACKGGIURQ,FCOAHACKGGIURQ,FCOAHACKGGIURQ,-7.92524151949921,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,18,288.349,1,1,SANDER-44729,2538,10.1584/JPESTICS.18.3_201,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
FEIKEVSWLMYFFF,"1,2,4,5,8-pentachloronaphthalene",Clc1cc(Cl)c2c(Cl)ccc(Cl)c2c1Cl,Clc1cc(Cl)c2c(Cl)ccc(Cl)c2c1Cl,FEIKEVSWLMYFFF-UHFFFAOYSA-N,FEIKEVSWLMYFFF,FEIKEVSWLMYFFF,FEIKEVSWLMYFFF,FEIKEVSWLMYFFF,-3.832500480396495,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,15,300.399,1,1,SANDER-35245,3732,10.1016/J.ATMOSENV.2016.10.009,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,True,True,False,
FHUDAMLDXFJHJE,"1,1,1-trifluoro-2-propanone",CC(=O)C(F)(F)F,CC(=O)C(F)(F)F,FHUDAMLDXFJHJE-UHFFFAOYSA-N,FHUDAMLDXFJHJE,FHUDAMLDXFJHJE,FHUDAMLDXFJHJE,FHUDAMLDXFJHJE,-4.8299760791673245,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,7,112.05,1,1,SANDER-32026,495,10.1016/0960-1686(91)90006-S,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,True,True,False,
FLXYIZWPNQYPIT,"1,1,2,2-tetrahydroperfluoro dodecanol",OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FLXYIZWPNQYPIT-UHFFFAOYSA-N,FLXYIZWPNQYPIT,FLXYIZWPNQYPIT,FLXYIZWPNQYPIT,FLXYIZWPNQYPIT,0.6270119729696298,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,34,564.1289999999999,1,1,SANDER-32241;SANDER-32242,3939,10.1016/J.HAZL.2022.100070,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,
FMGGHNGKHRCJLL,"$\alpha$,$\alpha$-dichloro-$o$-xylene",ClCc1ccccc1CCl,ClCc1ccccc1CCl,FMGGHNGKHRCJLL-UHFFFAOYSA-N,FMGGHNGKHRCJLL,FMGGHNGKHRCJLL,FMGGHNGKHRCJLL,FMGGHNGKHRCJLL,-3.266374329938489,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,10,175.058,1,1,SANDER-35031,2891,10.1021/JE3010535,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,
FMWLUWPQPKEARP,bromodichloromethane,ClC(Cl)Br,ClC(Cl)Br,FMWLUWPQPKEARP-UHFFFAOYSA-N,FMWLUWPQPKEARP,FMWLUWPQPKEARP,FMWLUWPQPKEARP,FMWLUWPQPKEARP,-1.4672616271154053,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,4,163.829,7,7,SANDER-42034;SANDER-42035;SANDER-42036;SANDER-42037;SANDER-42038;SANDER-42039;SANDER-42040;SANDER-42041;SANDER-42042,2891;3572;2904;856;531;2271;2900,10.1021/JE3010535;10.2116/ANALSCI.26.723;10.5985/JEC.7.81;10.1021/ES00034A021;10.1021/ES00125A006,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,True,True,False,
FPIQNBOUYZLESW,4-bromo-2-chloro-1-methoxybenzene,COc1ccc(Br)cc1Cl,COc1ccc(Br)cc1Cl,FPIQNBOUYZLESW-UHFFFAOYSA-N,FPIQNBOUYZLESW,FPIQNBOUYZLESW,FPIQNBOUYZLESW,FPIQNBOUYZLESW,-2.0575741949439603,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,10,221.481,1,1,SANDER-42141,1524,10.1007/S002160101077,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
FQTLCLSUCSAZDY,nerolidol,C=CC(C)(O)CCC=C(C)CCC=C(C)C,C=CC(C)(O)CCC=C(C)CCC=C(C)C,FQTLCLSUCSAZDY-UHFFFAOYSA-N,FQTLCLSUCSAZDY,FQTLCLSUCSAZDY,FQTLCLSUCSAZDY,FQTLCLSUCSAZDY,0.1372173601069845,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,16,222.372,1,1,SANDER-24150,3216,10.1016/J.CHEMOSPHERE.2015.07.075,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
FRQUNVLMWIYOLV,"1,2,3-trichloro-4-methoxybenzene",COc1ccc(Cl)c(Cl)c1Cl,COc1ccc(Cl)c(Cl)c1Cl,FRQUNVLMWIYOLV-UHFFFAOYSA-N,FRQUNVLMWIYOLV,FRQUNVLMWIYOLV,FRQUNVLMWIYOLV,FRQUNVLMWIYOLV,-2.0575741949439603,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,11,211.475,1,1,SANDER-38168,1524,10.1007/S002160101077,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,
FSPSELPMWGWDRY,3′-methylacetophenone,CC(=O)c1cccc(C)c1,CC(=O)c1cccc(C)c1,FSPSELPMWGWDRY-UHFFFAOYSA-N,FSPSELPMWGWDRY,FSPSELPMWGWDRY,FSPSELPMWGWDRY,FSPSELPMWGWDRY,-4.870853317160879,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,10,134.17799999999997,1,1,SANDER-16088,3724,10.1021/JE700612B,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,True,True,False,
FUNUTBJJKQIVSY,"2,4-dichloro-1-methylbenzene",Cc1ccc(Cl)cc1Cl,Cc1ccc(Cl)cc1Cl,FUNUTBJJKQIVSY-UHFFFAOYSA-N,FUNUTBJJKQIVSY,FUNUTBJJKQIVSY,FUNUTBJJKQIVSY,FUNUTBJJKQIVSY,-1.126367030655116,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,9,161.031,1,1,SANDER-34980,2926,10.1016/J.FLUID.2013.03.023,True,False,True,False,False,False,False,True,True,True,True,False,False,False,False,True,True,False,False,False,True,True,False,
FWKUBDOTUFVPBX,"2,4,6-tribromo-3-chloro-1-methoxybenzene",COc1c(Br)cc(Br)c(Cl)c1Br,COc1c(Br)cc(Br)c(Cl)c1Br,FWKUBDOTUFVPBX-UHFFFAOYSA-N,FWKUBDOTUFVPBX,FWKUBDOTUFVPBX,FWKUBDOTUFVPBX,FWKUBDOTUFVPBX,-1.846249658720261,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,12,379.2729999999999,1,1,SANDER-42169,1524,10.1007/S002160101077,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
FYQFWFHDPNXORA,(perfluorohexyl)ethene,C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FYQFWFHDPNXORA-UHFFFAOYSA-N,FYQFWFHDPNXORA,FYQFWFHDPNXORA,FYQFWFHDPNXORA,FYQFWFHDPNXORA,0.7698968620756514,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,21,346.0859999999999,1,1,SANDER-31831,3939,10.1016/J.HAZL.2022.100070,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
GAPFWGOSHOCNBM,2-propyl nitrate,CC(C)O[N+](=O)[O-],CC(C)O[N+](=O)[O-],GAPFWGOSHOCNBM-UHFFFAOYSA-N,GAPFWGOSHOCNBM,GAPFWGOSHOCNBM,GAPFWGOSHOCNBM,GAPFWGOSHOCNBM,-1.6514177962544974,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,7,105.093,2,2,SANDER-27417;SANDER-27418,1024;541,10.1016/S0045-6535(98)00159-3;10.1007/BF00053611,True,False,True,False,False,False,False,True,True,True,True,False,False,False,False,True,True,False,False,False,True,True,False,
GEWDNTWNSAZUDX,methyl jasmonate,CC/C=C/C[C@@H]1C(=O)CC[C@H]1CC(=O)OC,CC/C=C/C[C@@H]1C(=O)CC[C@H]1CC(=O)OC,GEWDNTWNSAZUDX-NNOMMRTBSA-N,GEWDNTWNSAZUDX,GEWDNTWNSAZUDX,GEWDNTWNSAZUDX,GEWDNTWNSAZUDX,-6.948436096622908,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,16,224.29999999999995,1,1,SANDER-21810,3555,10.5194/BG-5-1287-2008,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
GGDYAKVUZMZKRV,2-fluoroethanol,OCCF,OCCF,GGDYAKVUZMZKRV-UHFFFAOYSA-N,GGDYAKVUZMZKRV,GGDYAKVUZMZKRV,GGDYAKVUZMZKRV,GGDYAKVUZMZKRV,-4.170539722175125,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,4,64.059,1,1,SANDER-31928,3526,10.1021/JE900711H,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,True,True,False,
GPAVMFOMYSGJDM,PFBHA-hexanal,CCCCCC=NOCc1c(F)c(F)c(F)c(F)c1F,CCCCCC=NOCc1c(F)c(F)c(F)c(F)c1F,GPAVMFOMYSGJDM-UHFFFAOYSA-N,GPAVMFOMYSGJDM,GPAVMFOMYSGJDM,GPAVMFOMYSGJDM,GPAVMFOMYSGJDM,-1.5793846637549709,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,20,295.2509999999999,1,1,SANDER-32466,2497,10.1021/JE025545I,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
GUCFBWGWRCILHN,"1,2,3-trichloro-5-methoxybenzene",COc1cc(Cl)c(Cl)c(Cl)c1,COc1cc(Cl)c(Cl)c(Cl)c1,GUCFBWGWRCILHN-UHFFFAOYSA-N,GUCFBWGWRCILHN,GUCFBWGWRCILHN,GUCFBWGWRCILHN,GUCFBWGWRCILHN,-1.4157086957951794,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,11,211.475,1,1,SANDER-38179,1524,10.1007/S002160101077,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,
GUVLYNGULCJVDO,S-ethyl dipropylthiocarbamate,CCCN(CCC)C(=O)SCC,CCCN(CCC)C(=O)SCC,GUVLYNGULCJVDO-UHFFFAOYSA-N,GUVLYNGULCJVDO,GUVLYNGULCJVDO,GUVLYNGULCJVDO,GUVLYNGULCJVDO,-3.4900914838823294,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,12,189.324,2,2,SANDER-43754;SANDER-43755,2815;2241,10.1016/J.ATMOSENV.2008.07.017;10.1021/JF980042V,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,
GVYLCNUFSHDAAW,mirex,ClC1(Cl)C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,ClC1(Cl)C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,GVYLCNUFSHDAAW-UHFFFAOYSA-N,GVYLCNUFSHDAAW,GVYLCNUFSHDAAW,GVYLCNUFSHDAAW,GVYLCNUFSHDAAW,-2.010150095313052,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,22,545.5459999999998,1,1,SANDER-33801,852,10.1021/ES00154A003,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,
GWQOOADXMVQEFT,"2,5-dimethylthiophene",Cc1ccc(C)s1,Cc1ccc(C)s1,GWQOOADXMVQEFT-UHFFFAOYSA-N,GWQOOADXMVQEFT,GWQOOADXMVQEFT,GWQOOADXMVQEFT,GWQOOADXMVQEFT,-1.3130478087293145,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,7,112.197,1,1,SANDER-43303,3669,10.1111/J.1365-2621.1980.TB00916.X,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,True,True,False,
HCRBXQFHJMCTLF,ethyl 2-methylbutanoate,CCOC(=O)C(C)CC,CCOC(=O)C(C)CC,HCRBXQFHJMCTLF-UHFFFAOYSA-N,HCRBXQFHJMCTLF,HCRBXQFHJMCTLF,HCRBXQFHJMCTLF,HCRBXQFHJMCTLF,-2.161848414164622,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,9,130.18699999999998,2,2,SANDER-21108;SANDER-21109,1923;2389,10.1016/S1387-3806(03)00197-0;10.1021/JF9702508,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,
HFEASCCDHUVYKU,"1,2-dichloro-3-methoxybenzene",COc1cccc(Cl)c1Cl,COc1cccc(Cl)c1Cl,HFEASCCDHUVYKU-UHFFFAOYSA-N,HFEASCCDHUVYKU,HFEASCCDHUVYKU,HFEASCCDHUVYKU,HFEASCCDHUVYKU,-2.3692764364111216,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,10,177.02999999999997,1,1,SANDER-38158,1524,10.1007/S002160101077,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,True,True,False,
HFVMLYAGWXSTQI,5$\alpha$-androst-16-en-4-one,C[C@]12CCC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)C=CC[C@@H]12,C[C@]12CCC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)C=CC[C@@H]12,HFVMLYAGWXSTQI-QYXZOKGRSA-N,HFVMLYAGWXSTQI,HFVMLYAGWXSTQI,HFVMLYAGWXSTQI,HFVMLYAGWXSTQI,-2.6271958419698187,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,20,272.432,1,1,SANDER-24619,2388,10.1093/CHEMSE/3.1.57,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,
HGCMMKIIGJXXMW,2-nitrooxy-1-propanol,CC(CO)O[N+](=O)[O-],CC(CO)O[N+](=O)[O-],HGCMMKIIGJXXMW-UHFFFAOYSA-N,HGCMMKIIGJXXMW,HGCMMKIIGJXXMW,HGCMMKIIGJXXMW,HGCMMKIIGJXXMW,-6.872696747932133,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,8,121.092,1,1,SANDER-27583;SANDER-27584;SANDER-27585,548,10.1021/ES960538Y,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,
HGSDQSUMXKHGTH,"1,2,4,6,8-pentachloronaphthalene",Clc1cc(Cl)c2c(Cl)c(Cl)cc(Cl)c2c1,Clc1cc(Cl)c2c(Cl)c(Cl)cc(Cl)c2c1,HGSDQSUMXKHGTH-UHFFFAOYSA-N,HGSDQSUMXKHGTH,HGSDQSUMXKHGTH,HGSDQSUMXKHGTH,HGSDQSUMXKHGTH,-3.266374329938489,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,15,300.399,1,1,SANDER-35247,3732,10.1016/J.ATMOSENV.2016.10.009,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,
HHLFWLYXYJOTON,oxoethanoic acid,O=CC(=O)O,O=CC(=O)O,HHLFWLYXYJOTON-UHFFFAOYSA-N,HHLFWLYXYJOTON,HHLFWLYXYJOTON,HHLFWLYXYJOTON,HHLFWLYXYJOTON,-7.41558521612978,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,5,74.035,1,1,SANDER-24154,2401,10.1029/2008GL036212,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,
HKPHPIREJKHECO,butachlor,CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC,CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC,HKPHPIREJKHECO-UHFFFAOYSA-N,HKPHPIREJKHECO,HKPHPIREJKHECO,HKPHPIREJKHECO,HKPHPIREJKHECO,-7.637585445680149,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,21,311.85300000000007,1,1,SANDER-39887,2538,10.1584/JPESTICS.18.3_201,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
HLCSDJLATUNSSI,"3,7-dimethyl-2,6-octadienenitrile",CC(C)=CCC/C(C)=C/C#N,CC(C)=CCC/C(C)=C/C#N,HLCSDJLATUNSSI-JXMROGBWSA-N,HLCSDJLATUNSSI,HLCSDJLATUNSSI,HLCSDJLATUNSSI,HLCSDJLATUNSSI,-2.532952404370913,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,11,149.237,1,1,SANDER-26446,2955,10.1021/JE700418A,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
HSNWZBCBUUSSQD,1-pentyl nitrate,CCCCCO[N+](=O)[O-],CCCCCO[N+](=O)[O-],HSNWZBCBUUSSQD-UHFFFAOYSA-N,HSNWZBCBUUSSQD,HSNWZBCBUUSSQD,HSNWZBCBUUSSQD,HSNWZBCBUUSSQD,-1.6559406699833308,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,9,133.147,1,1,SANDER-27475;SANDER-27476,1024,10.1016/S0045-6535(98)00159-3,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,
HTDQSWDEWGSAMN,1-bromo-2-methoxybenzene,COc1ccccc1Br,COc1ccccc1Br,HTDQSWDEWGSAMN-UHFFFAOYSA-N,HTDQSWDEWGSAMN,HTDQSWDEWGSAMN,HTDQSWDEWGSAMN,HTDQSWDEWGSAMN,-2.532952404370913,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,9,187.036,1,1,SANDER-41490,1524,10.1007/S002160101077,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,
HVYRFNJXZVEGFK,"1,2,3,5,8-pentachloronaphthalene",Clc1cc2c(Cl)ccc(Cl)c2c(Cl)c1Cl,Clc1cc2c(Cl)ccc(Cl)c2c(Cl)c1Cl,HVYRFNJXZVEGFK-UHFFFAOYSA-N,HVYRFNJXZVEGFK,HVYRFNJXZVEGFK,HVYRFNJXZVEGFK,HVYRFNJXZVEGFK,-3.580763582585761,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,15,300.399,1,1,SANDER-35242,3732,10.1016/J.ATMOSENV.2016.10.009,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,
HYHMYONEYJINON,MCM:ISOPDOOH,C=C(C)C(CO)OO,C=C(C)C(CO)OO,HYHMYONEYJINON-UHFFFAOYSA-N,HYHMYONEYJINON,HYHMYONEYJINON,HYHMYONEYJINON,HYHMYONEYJINON,-7.467138147450005,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,8,118.132,1,1,SANDER-13519,3578,,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
IAIHUHQCLTYTSF,"(1R)-1,3,3-trimethylbicyclo[2.2.1]heptan-2-ol",CC1(C)[C@H]2CC[C@](C)(C2)[C@H]1O,CC1(C)[C@H]2CC[C@](C)(C2)[C@H]1O,IAIHUHQCLTYTSF-OYNCUSHFSA-N,IAIHUHQCLTYTSF,IAIHUHQCLTYTSF,IAIHUHQCLTYTSF,IAIHUHQCLTYTSF,-4.025308354953737,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,11,154.253,1,1,SANDER-24111,2462,10.1021/JE980070+,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
ICDUEGOPUWNJNF,PFBHA-propenal,C=CC=NOCc1c(F)c(F)c(F)c(F)c1F,C=CC=NOCc1c(F)c(F)c(F)c(F)c1F,ICDUEGOPUWNJNF-UHFFFAOYSA-N,ICDUEGOPUWNJNF,ICDUEGOPUWNJNF,ICDUEGOPUWNJNF,ICDUEGOPUWNJNF,-1.871736811958389,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,17,251.15399999999997,1,1,SANDER-32469,2497,10.1021/JE025545I,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,
IDJOCJAIQSKSOP,"2,2-dichloroethanol",OCC(Cl)Cl,OCC(Cl)Cl,IDJOCJAIQSKSOP-UHFFFAOYSA-N,IDJOCJAIQSKSOP,IDJOCJAIQSKSOP,IDJOCJAIQSKSOP,IDJOCJAIQSKSOP,-4.041541834797791,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,5,114.959,1,1,SANDER-37560,3526,10.1021/JE900711H,True,False,True,False,False,False,False,True,True,True,True,False,False,False,False,True,True,False,False,False,True,True,False,
ILHIHKRJJMKBEE,ethyl hydroperoxide,CCOO,CCOO,ILHIHKRJJMKBEE-UHFFFAOYSA-N,ILHIHKRJJMKBEE,ILHIHKRJJMKBEE,ILHIHKRJJMKBEE,ILHIHKRJJMKBEE,-5.338002436667749,298.15,mol m^-3 Pa^-1,1 M ideal gas to 1 M ideal-dilute aqueous,negative is favorable hydration,4,62.068000000000005,1,1,SANDER-12956;SANDER-12957,516,10.1021/JP951168N,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,
