candidate_id,candidate_name,candidate_smiles,source,match_type,match_value,source_row,source_smiles,source_connectivity_key
KSMVNVHUTQZITP,"2,3,7,8-tetrachlorodibenzofuran",Clc1cc2oc3cc(Cl)c(Cl)cc3c2cc1Cl,teacher_combisolv_qm,canonical_tautomer_key,KSMVNVHUTQZITP,2476,Clc1cc2oc3cc(Cl)c(Cl)cc3c2cc1Cl,KSMVNVHUTQZITP
OEBRKCOSUFCWJD,"dimethyl-2,2-dichlorovinyl phosphate",COP(=O)(OC)OC=C(Cl)Cl,teacher_combisolv_qm,full_inchi_key,OEBRKCOSUFCWJD-UHFFFAOYSA-N,2451,COP(=O)(OC)OC=C(Cl)Cl,OEBRKCOSUFCWJD
OEBRKCOSUFCWJD,"dimethyl-2,2-dichlorovinyl phosphate",COP(=O)(OC)OC=C(Cl)Cl,teacher_combisolv_qm,connectivity_key,OEBRKCOSUFCWJD,2451,COP(=O)(OC)OC=C(Cl)Cl,OEBRKCOSUFCWJD
OEBRKCOSUFCWJD,"dimethyl-2,2-dichlorovinyl phosphate",COP(=O)(OC)OC=C(Cl)Cl,teacher_combisolv_qm,fragment_parent_key,OEBRKCOSUFCWJD,2451,COP(=O)(OC)OC=C(Cl)Cl,OEBRKCOSUFCWJD
OEBRKCOSUFCWJD,"dimethyl-2,2-dichlorovinyl phosphate",COP(=O)(OC)OC=C(Cl)Cl,teacher_combisolv_qm,uncharged_parent_key,OEBRKCOSUFCWJD,2451,COP(=O)(OC)OC=C(Cl)Cl,OEBRKCOSUFCWJD
OEBRKCOSUFCWJD,"dimethyl-2,2-dichlorovinyl phosphate",COP(=O)(OC)OC=C(Cl)Cl,teacher_combisolv_qm,canonical_tautomer_key,OEBRKCOSUFCWJD,2451,COP(=O)(OC)OC=C(Cl)Cl,OEBRKCOSUFCWJD
OJYLAHXKWMRDGS,zingerone,COc1cc(CCC(C)=O)ccc1O,teacher_combisolv_qm,full_inchi_key,OJYLAHXKWMRDGS-UHFFFAOYSA-N,1359,COc1cc(CCC(C)=O)ccc1O,OJYLAHXKWMRDGS
OJYLAHXKWMRDGS,zingerone,COc1cc(CCC(C)=O)ccc1O,teacher_combisolv_qm,connectivity_key,OJYLAHXKWMRDGS,1359,COc1cc(CCC(C)=O)ccc1O,OJYLAHXKWMRDGS
OJYLAHXKWMRDGS,zingerone,COc1cc(CCC(C)=O)ccc1O,teacher_combisolv_qm,fragment_parent_key,OJYLAHXKWMRDGS,1359,COc1cc(CCC(C)=O)ccc1O,OJYLAHXKWMRDGS
OJYLAHXKWMRDGS,zingerone,COc1cc(CCC(C)=O)ccc1O,teacher_combisolv_qm,uncharged_parent_key,OJYLAHXKWMRDGS,1359,COc1cc(CCC(C)=O)ccc1O,OJYLAHXKWMRDGS
OJYLAHXKWMRDGS,zingerone,COc1cc(CCC(C)=O)ccc1O,teacher_combisolv_qm,canonical_tautomer_key,OJYLAHXKWMRDGS,1359,COc1cc(CCC(C)=O)ccc1O,OJYLAHXKWMRDGS
OWIKHYCFFJSOEH,isocyanic acid,N=C=O,teacher_combisolv_qm,canonical_tautomer_key,OWIKHYCFFJSOEH,1867,N#CO,XLJMAIOERFSOGZ
PSINWXIDJYEXLO,"2,3-diethyl-5-methylpyrazine",CCc1ncc(C)nc1CC,teacher_combisolv_qm,full_inchi_key,PSINWXIDJYEXLO-UHFFFAOYSA-N,416,CCc1ncc(C)nc1CC,PSINWXIDJYEXLO
PSINWXIDJYEXLO,"2,3-diethyl-5-methylpyrazine",CCc1ncc(C)nc1CC,teacher_combisolv_qm,connectivity_key,PSINWXIDJYEXLO,416,CCc1ncc(C)nc1CC,PSINWXIDJYEXLO
PSINWXIDJYEXLO,"2,3-diethyl-5-methylpyrazine",CCc1ncc(C)nc1CC,teacher_combisolv_qm,fragment_parent_key,PSINWXIDJYEXLO,416,CCc1ncc(C)nc1CC,PSINWXIDJYEXLO
PSINWXIDJYEXLO,"2,3-diethyl-5-methylpyrazine",CCc1ncc(C)nc1CC,teacher_combisolv_qm,uncharged_parent_key,PSINWXIDJYEXLO,416,CCc1ncc(C)nc1CC,PSINWXIDJYEXLO
PSINWXIDJYEXLO,"2,3-diethyl-5-methylpyrazine",CCc1ncc(C)nc1CC,teacher_combisolv_qm,canonical_tautomer_key,PSINWXIDJYEXLO,416,CCc1ncc(C)nc1CC,PSINWXIDJYEXLO
QUGUFLJIAFISSW,"1,4-difluorobenzene",Fc1ccc(F)cc1,teacher_combisolv_qm,full_inchi_key,QUGUFLJIAFISSW-UHFFFAOYSA-N,1889,Fc1ccc(F)cc1,QUGUFLJIAFISSW
QUGUFLJIAFISSW,"1,4-difluorobenzene",Fc1ccc(F)cc1,teacher_combisolv_qm,connectivity_key,QUGUFLJIAFISSW,1889,Fc1ccc(F)cc1,QUGUFLJIAFISSW
QUGUFLJIAFISSW,"1,4-difluorobenzene",Fc1ccc(F)cc1,teacher_combisolv_qm,fragment_parent_key,QUGUFLJIAFISSW,1889,Fc1ccc(F)cc1,QUGUFLJIAFISSW
QUGUFLJIAFISSW,"1,4-difluorobenzene",Fc1ccc(F)cc1,teacher_combisolv_qm,uncharged_parent_key,QUGUFLJIAFISSW,1889,Fc1ccc(F)cc1,QUGUFLJIAFISSW
QUGUFLJIAFISSW,"1,4-difluorobenzene",Fc1ccc(F)cc1,teacher_combisolv_qm,canonical_tautomer_key,QUGUFLJIAFISSW,1889,Fc1ccc(F)cc1,QUGUFLJIAFISSW
RFFOTVCVTJUTAD,1-methyl-4-(1-methylethyl)-7-oxabicyclo[2.2.1]heptane,CC(C)C12CCC(C)(CC1)O2,teacher_combisolv_qm,full_inchi_key,RFFOTVCVTJUTAD-UHFFFAOYSA-N,3163,CC(C)C12CCC(C)(CC1)O2,RFFOTVCVTJUTAD
RFFOTVCVTJUTAD,1-methyl-4-(1-methylethyl)-7-oxabicyclo[2.2.1]heptane,CC(C)C12CCC(C)(CC1)O2,teacher_combisolv_qm,connectivity_key,RFFOTVCVTJUTAD,3163,CC(C)C12CCC(C)(CC1)O2,RFFOTVCVTJUTAD
RFFOTVCVTJUTAD,1-methyl-4-(1-methylethyl)-7-oxabicyclo[2.2.1]heptane,CC(C)C12CCC(C)(CC1)O2,teacher_combisolv_qm,fragment_parent_key,RFFOTVCVTJUTAD,3163,CC(C)C12CCC(C)(CC1)O2,RFFOTVCVTJUTAD
RFFOTVCVTJUTAD,1-methyl-4-(1-methylethyl)-7-oxabicyclo[2.2.1]heptane,CC(C)C12CCC(C)(CC1)O2,teacher_combisolv_qm,uncharged_parent_key,RFFOTVCVTJUTAD,3163,CC(C)C12CCC(C)(CC1)O2,RFFOTVCVTJUTAD
RFFOTVCVTJUTAD,1-methyl-4-(1-methylethyl)-7-oxabicyclo[2.2.1]heptane,CC(C)C12CCC(C)(CC1)O2,teacher_combisolv_qm,canonical_tautomer_key,RFFOTVCVTJUTAD,3163,CC(C)C12CCC(C)(CC1)O2,RFFOTVCVTJUTAD
RUPAXCPQAAOIPB,"(1,1-dimethylethyl)-methanoate",CC(C)(C)OC=O,teacher_combisolv_qm,full_inchi_key,RUPAXCPQAAOIPB-UHFFFAOYSA-N,3164,CC(C)(C)OC=O,RUPAXCPQAAOIPB
RUPAXCPQAAOIPB,"(1,1-dimethylethyl)-methanoate",CC(C)(C)OC=O,teacher_combisolv_qm,connectivity_key,RUPAXCPQAAOIPB,3164,CC(C)(C)OC=O,RUPAXCPQAAOIPB
RUPAXCPQAAOIPB,"(1,1-dimethylethyl)-methanoate",CC(C)(C)OC=O,teacher_combisolv_qm,fragment_parent_key,RUPAXCPQAAOIPB,3164,CC(C)(C)OC=O,RUPAXCPQAAOIPB
RUPAXCPQAAOIPB,"(1,1-dimethylethyl)-methanoate",CC(C)(C)OC=O,teacher_combisolv_qm,uncharged_parent_key,RUPAXCPQAAOIPB,3164,CC(C)(C)OC=O,RUPAXCPQAAOIPB
RUPAXCPQAAOIPB,"(1,1-dimethylethyl)-methanoate",CC(C)(C)OC=O,teacher_combisolv_qm,canonical_tautomer_key,RUPAXCPQAAOIPB,3164,CC(C)(C)OC=O,RUPAXCPQAAOIPB
VVJKKWFAADXIJK,2-propen-1-amine,C=CCN,teacher_combisolv_qm,full_inchi_key,VVJKKWFAADXIJK-UHFFFAOYSA-N,622,C=CCN,VVJKKWFAADXIJK
VVJKKWFAADXIJK,2-propen-1-amine,C=CCN,teacher_combisolv_qm,connectivity_key,VVJKKWFAADXIJK,622,C=CCN,VVJKKWFAADXIJK
VVJKKWFAADXIJK,2-propen-1-amine,C=CCN,teacher_combisolv_qm,fragment_parent_key,VVJKKWFAADXIJK,622,C=CCN,VVJKKWFAADXIJK
VVJKKWFAADXIJK,2-propen-1-amine,C=CCN,teacher_combisolv_qm,uncharged_parent_key,VVJKKWFAADXIJK,622,C=CCN,VVJKKWFAADXIJK
VVJKKWFAADXIJK,2-propen-1-amine,C=CCN,teacher_combisolv_qm,canonical_tautomer_key,VVJKKWFAADXIJK,622,C=CCN,VVJKKWFAADXIJK
WNYADZVDBIBLJJ,N-nitrosopyrrolidine,O=NN1CCCC1,teacher_combisolv_qm,full_inchi_key,WNYADZVDBIBLJJ-UHFFFAOYSA-N,684,O=NN1CCCC1,WNYADZVDBIBLJJ
WNYADZVDBIBLJJ,N-nitrosopyrrolidine,O=NN1CCCC1,teacher_combisolv_qm,connectivity_key,WNYADZVDBIBLJJ,684,O=NN1CCCC1,WNYADZVDBIBLJJ
WNYADZVDBIBLJJ,N-nitrosopyrrolidine,O=NN1CCCC1,teacher_combisolv_qm,fragment_parent_key,WNYADZVDBIBLJJ,684,O=NN1CCCC1,WNYADZVDBIBLJJ
WNYADZVDBIBLJJ,N-nitrosopyrrolidine,O=NN1CCCC1,teacher_combisolv_qm,uncharged_parent_key,WNYADZVDBIBLJJ,684,O=NN1CCCC1,WNYADZVDBIBLJJ
WNYADZVDBIBLJJ,N-nitrosopyrrolidine,O=NN1CCCC1,teacher_combisolv_qm,canonical_tautomer_key,WNYADZVDBIBLJJ,684,O=NN1CCCC1,WNYADZVDBIBLJJ
WUOACPNHFRMFPN,2-(4-methyl-3-cyclohexen-1-yl)-2-propanol,CC1=CCC(C(C)(C)O)CC1,teacher_combisolv_qm,full_inchi_key,WUOACPNHFRMFPN-UHFFFAOYSA-N,698,CC1=CCC(C(C)(C)O)CC1,WUOACPNHFRMFPN
WUOACPNHFRMFPN,2-(4-methyl-3-cyclohexen-1-yl)-2-propanol,CC1=CCC(C(C)(C)O)CC1,teacher_combisolv_qm,connectivity_key,WUOACPNHFRMFPN,698,CC1=CCC(C(C)(C)O)CC1,WUOACPNHFRMFPN
WUOACPNHFRMFPN,2-(4-methyl-3-cyclohexen-1-yl)-2-propanol,CC1=CCC(C(C)(C)O)CC1,teacher_combisolv_qm,fragment_parent_key,WUOACPNHFRMFPN,698,CC1=CCC(C(C)(C)O)CC1,WUOACPNHFRMFPN
WUOACPNHFRMFPN,2-(4-methyl-3-cyclohexen-1-yl)-2-propanol,CC1=CCC(C(C)(C)O)CC1,teacher_combisolv_qm,uncharged_parent_key,WUOACPNHFRMFPN,698,CC1=CCC(C(C)(C)O)CC1,WUOACPNHFRMFPN
WUOACPNHFRMFPN,2-(4-methyl-3-cyclohexen-1-yl)-2-propanol,CC1=CCC(C(C)(C)O)CC1,teacher_combisolv_qm,canonical_tautomer_key,WUOACPNHFRMFPN,698,CC1=CCC(C(C)(C)O)CC1,WUOACPNHFRMFPN
YORCIIVHUBAYBQ,3-bromo-1-propyne,C#CCBr,teacher_combisolv_qm,full_inchi_key,YORCIIVHUBAYBQ-UHFFFAOYSA-N,5,C#CCBr,YORCIIVHUBAYBQ
YORCIIVHUBAYBQ,3-bromo-1-propyne,C#CCBr,teacher_combisolv_qm,connectivity_key,YORCIIVHUBAYBQ,5,C#CCBr,YORCIIVHUBAYBQ
YORCIIVHUBAYBQ,3-bromo-1-propyne,C#CCBr,teacher_combisolv_qm,fragment_parent_key,YORCIIVHUBAYBQ,5,C#CCBr,YORCIIVHUBAYBQ
YORCIIVHUBAYBQ,3-bromo-1-propyne,C#CCBr,teacher_combisolv_qm,uncharged_parent_key,YORCIIVHUBAYBQ,5,C#CCBr,YORCIIVHUBAYBQ
YORCIIVHUBAYBQ,3-bromo-1-propyne,C#CCBr,teacher_combisolv_qm,canonical_tautomer_key,YORCIIVHUBAYBQ,5,C#CCBr,YORCIIVHUBAYBQ
YRGAYAGBVIXNAQ,1-chloro-4-methoxybenzene,COc1ccc(Cl)cc1,teacher_combisolv_qm,full_inchi_key,YRGAYAGBVIXNAQ-UHFFFAOYSA-N,2676,COc1ccc(Cl)cc1,YRGAYAGBVIXNAQ
YRGAYAGBVIXNAQ,1-chloro-4-methoxybenzene,COc1ccc(Cl)cc1,teacher_combisolv_qm,connectivity_key,YRGAYAGBVIXNAQ,2676,COc1ccc(Cl)cc1,YRGAYAGBVIXNAQ
YRGAYAGBVIXNAQ,1-chloro-4-methoxybenzene,COc1ccc(Cl)cc1,teacher_combisolv_qm,fragment_parent_key,YRGAYAGBVIXNAQ,2676,COc1ccc(Cl)cc1,YRGAYAGBVIXNAQ
YRGAYAGBVIXNAQ,1-chloro-4-methoxybenzene,COc1ccc(Cl)cc1,teacher_combisolv_qm,uncharged_parent_key,YRGAYAGBVIXNAQ,2676,COc1ccc(Cl)cc1,YRGAYAGBVIXNAQ
YRGAYAGBVIXNAQ,1-chloro-4-methoxybenzene,COc1ccc(Cl)cc1,teacher_combisolv_qm,canonical_tautomer_key,YRGAYAGBVIXNAQ,2676,COc1ccc(Cl)cc1,YRGAYAGBVIXNAQ
YXWWHNCQZBVZPV,2′-methylacetophenone,CC(=O)c1ccccc1C,teacher_combisolv_qm,full_inchi_key,YXWWHNCQZBVZPV-UHFFFAOYSA-N,3482,CC(=O)c1ccccc1C,YXWWHNCQZBVZPV
YXWWHNCQZBVZPV,2′-methylacetophenone,CC(=O)c1ccccc1C,teacher_combisolv_qm,connectivity_key,YXWWHNCQZBVZPV,3482,CC(=O)c1ccccc1C,YXWWHNCQZBVZPV
YXWWHNCQZBVZPV,2′-methylacetophenone,CC(=O)c1ccccc1C,teacher_combisolv_qm,fragment_parent_key,YXWWHNCQZBVZPV,3482,CC(=O)c1ccccc1C,YXWWHNCQZBVZPV
YXWWHNCQZBVZPV,2′-methylacetophenone,CC(=O)c1ccccc1C,teacher_combisolv_qm,uncharged_parent_key,YXWWHNCQZBVZPV,3482,CC(=O)c1ccccc1C,YXWWHNCQZBVZPV
YXWWHNCQZBVZPV,2′-methylacetophenone,CC(=O)c1ccccc1C,teacher_combisolv_qm,canonical_tautomer_key,YXWWHNCQZBVZPV,3482,CC(=O)c1ccccc1C,YXWWHNCQZBVZPV
YYZUSRORWSJGET,ethyl octanoate,CCCCCCCC(=O)OCC,teacher_combisolv_qm,full_inchi_key,YYZUSRORWSJGET-UHFFFAOYSA-N,1553,CCCCCCCC(=O)OCC,YYZUSRORWSJGET
YYZUSRORWSJGET,ethyl octanoate,CCCCCCCC(=O)OCC,teacher_combisolv_qm,connectivity_key,YYZUSRORWSJGET,1553,CCCCCCCC(=O)OCC,YYZUSRORWSJGET
YYZUSRORWSJGET,ethyl octanoate,CCCCCCCC(=O)OCC,teacher_combisolv_qm,fragment_parent_key,YYZUSRORWSJGET,1553,CCCCCCCC(=O)OCC,YYZUSRORWSJGET
YYZUSRORWSJGET,ethyl octanoate,CCCCCCCC(=O)OCC,teacher_combisolv_qm,uncharged_parent_key,YYZUSRORWSJGET,1553,CCCCCCCC(=O)OCC,YYZUSRORWSJGET
YYZUSRORWSJGET,ethyl octanoate,CCCCCCCC(=O)OCC,teacher_combisolv_qm,canonical_tautomer_key,YYZUSRORWSJGET,1553,CCCCCCCC(=O)OCC,YYZUSRORWSJGET
ZOASGOXWEHUTKZ,methyl propyl sulfide,CCCSC,teacher_combisolv_qm,full_inchi_key,ZOASGOXWEHUTKZ-UHFFFAOYSA-N,1754,CCCSC,ZOASGOXWEHUTKZ
