policy,policy_class,validation_status,regime,requested_pimd_fraction,n_pimd,full_pimd_fraction,probe_fraction,probe_success_fraction,mae,normalized_cost,speedup,source_policy,mae_ci_low_95,mae_ci_high_95,probability_mae_below_0_20,cost_basis
Probe + nested selective PIMD,hybrid_probe,fully nested model/router selection,family_holdout,0.01,1,0.0117647058823529,0.8941176470588236,0.8705882352941177,0.293632089619359,0.012155698051796693,82.2659460393715,,0.23250617304869348,0.3640239965610332,0.00075,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Probe + nested selective PIMD,hybrid_probe,fully nested model/router selection,family_holdout,0.02,2,0.0235294117647058,0.8941176470588236,0.8705882352941177,0.2951476853554312,0.023920403934149594,41.80531410560193,,0.23451859651391255,0.36556191038303004,0.0004,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Probe + nested selective PIMD,hybrid_probe,fully nested model/router selection,family_holdout,0.05,4,0.0470588235294117,0.8941176470588236,0.8705882352941177,0.2880134755496421,0.047449815698855494,21.074897452639007,,0.22673833287300812,0.35643128622641607,0.0015,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Probe + nested selective PIMD,hybrid_probe,fully nested model/router selection,family_holdout,0.1,8,0.0941176470588235,0.8941176470588236,0.8705882352941177,0.297695513976035,0.0945086392282673,10.581043258751127,,0.2347360096238174,0.3705193109081,0.0006,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Probe + nested selective PIMD,hybrid_probe,fully nested model/router selection,family_holdout,0.15,13,0.1529411764705882,0.8941176470588236,0.8705882352941177,0.3199602153299099,0.153332168640032,6.521788668805926,,0.24706279997110173,0.4024375306607923,0.0001,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Probe + nested selective PIMD,hybrid_probe,fully nested model/router selection,family_holdout,0.2,17,0.2,0.8941176470588236,0.8705882352941177,0.2959730232589481,0.2003909921694438,4.9902442678383165,,0.23475125172121117,0.36560565576725007,0.0004,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Probe + nested selective PIMD,hybrid_probe,fully nested model/router selection,family_holdout,0.3,26,0.3058823529411765,0.8941176470588236,0.8705882352941177,0.2568752018800188,0.30627334511062027,3.265057230621289,,0.1987240767571001,0.3236964376738447,0.0283,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Oracle selective PIMD,oracle,non-deployable lower bound,family_holdout,0.01,1,0.0117647058823529,0.0,0.0,0.2819240534752569,0.011766089524655346,84.99000435994832,,,,,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Oracle selective PIMD,oracle,non-deployable lower bound,family_holdout,0.02,2,0.0235294117647058,0.0,0.0,0.2585745593000312,0.023530795407008247,42.497500943047896,,,,,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Oracle selective PIMD,oracle,non-deployable lower bound,family_holdout,0.05,4,0.0470588235294117,0.0,0.0,0.2350920247373173,0.04706020717171415,21.249375217392938,,,,,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Oracle selective PIMD,oracle,non-deployable lower bound,family_holdout,0.1,8,0.0941176470588235,0.0,0.0,0.211044176771242,0.09411903070112594,10.624843802052002,,,,,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Oracle selective PIMD,oracle,non-deployable lower bound,family_holdout,0.15,13,0.1529411764705882,0.0,0.0,0.18954243657174,0.15294256011289065,6.538402386241446,,,,,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Oracle selective PIMD,oracle,non-deployable lower bound,family_holdout,0.2,17,0.2,0.0,0.0,0.1749887510662933,0.20000138364230247,4.999965409181745,,,,,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Oracle selective PIMD,oracle,non-deployable lower bound,family_holdout,0.3,26,0.3058823529411765,0.0,0.0,0.150775992489107,0.30588373658347895,3.269215981108853,,,,,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Fixed risk-rank selective PIMD,selective_pimd,strict OOF; exploratory policy choice,family_holdout,0.01,1,0.0117647058823529,0.0,0.0,0.3131539200367259,0.011766089524655346,84.99000435994832,,0.24160905878649244,0.3964789536610797,0.0004,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Fixed risk-rank selective PIMD,selective_pimd,strict OOF; exploratory policy choice,family_holdout,0.02,2,0.0235294117647058,0.0,0.0,0.31451255659446,0.023530795407008247,42.497500943047896,,0.24288497997961433,0.3978083233257699,0.00025,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Fixed risk-rank selective PIMD,selective_pimd,strict OOF; exploratory policy choice,family_holdout,0.05,4,0.0470588235294117,0.0,0.0,0.3127588902779334,0.04706020717171415,21.249375217392938,,0.24130305861634008,0.3969870641169393,0.0004,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Fixed risk-rank selective PIMD,selective_pimd,strict OOF; exploratory policy choice,family_holdout,0.1,8,0.0941176470588235,0.0,0.0,0.3132229934137878,0.09411903070112594,10.624843802052002,,0.2415473156831352,0.3964075505648809,0.00025,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Fixed risk-rank selective PIMD,selective_pimd,strict OOF; exploratory policy choice,family_holdout,0.15,13,0.1529411764705882,0.0,0.0,0.3121705422401184,0.15294256011289065,6.538402386241446,,0.24217311606815692,0.3955306596531002,0.0004,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Fixed risk-rank selective PIMD,selective_pimd,strict OOF; exploratory policy choice,family_holdout,0.2,17,0.2,0.0,0.0,0.2742432446833179,0.20000138364230247,4.999965409181745,,0.21699393098065278,0.3407833336970119,0.00375,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Fixed risk-rank selective PIMD,selective_pimd,strict OOF; exploratory policy choice,family_holdout,0.3,26,0.3058823529411765,0.0,0.0,0.2533698153848429,0.30588373658347895,3.269215981108853,,0.20851087880164956,0.30424178672433516,0.00845,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Nested learned selective PIMD,selective_pimd,fully nested,family_holdout,0.01,1,0.0117647058823529,0.0,0.0,0.293632089619359,0.011766089524655346,84.99000435994832,,0.23178587475512002,0.3626097314728288,0.00085,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Nested learned selective PIMD,selective_pimd,fully nested,family_holdout,0.02,2,0.0235294117647058,0.0,0.0,0.2898044258615003,0.023530795407008247,42.497500943047896,,0.2293649752901339,0.3598699604276765,0.00125,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Nested learned selective PIMD,selective_pimd,fully nested,family_holdout,0.05,4,0.0470588235294117,0.0,0.0,0.310285816034236,0.04706020717171415,21.249375217392938,,0.2385376396310928,0.3930340307018049,0.00045,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Nested learned selective PIMD,selective_pimd,fully nested,family_holdout,0.1,8,0.0941176470588235,0.0,0.0,0.2940962356277623,0.09411903070112594,10.624843802052002,,0.23401242913131812,0.3624230218100529,0.00065,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Nested learned selective PIMD,selective_pimd,fully nested,family_holdout,0.15,13,0.1529411764705882,0.0,0.0,0.3103818689981327,0.15294256011289065,6.538402386241446,,0.23983006909961097,0.39327816042037056,0.00055,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Nested learned selective PIMD,selective_pimd,fully nested,family_holdout,0.2,17,0.2,0.0,0.0,0.3063778288331779,0.20000138364230247,4.999965409181745,,0.23464064164118456,0.3904968548607842,0.001,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Nested learned selective PIMD,selective_pimd,fully nested,family_holdout,0.3,26,0.3058823529411765,0.0,0.0,0.2655393975558668,0.30588373658347895,3.269215981108853,,0.20600163278628242,0.33516774971726543,0.0138,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Post-hoc best fixed selective PIMD,selective_pimd,exploratory envelope; not confirmatory,family_holdout,0.01,1,0.0117647058823529,0.0,0.0,0.293632089619359,0.011766089524655346,84.99000435994832,expected_error_xgboost,,,,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Post-hoc best fixed selective PIMD,selective_pimd,exploratory envelope; not confirmatory,family_holdout,0.02,2,0.0235294117647058,0.0,0.0,0.2898044258615003,0.023530795407008247,42.497500943047896,expected_value_catboost,,,,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Post-hoc best fixed selective PIMD,selective_pimd,exploratory envelope; not confirmatory,family_holdout,0.05,4,0.0470588235294117,0.0,0.0,0.2820974848406474,0.04706020717171415,21.249375217392938,expected_value_catboost,,,,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Post-hoc best fixed selective PIMD,selective_pimd,exploratory envelope; not confirmatory,family_holdout,0.1,8,0.0941176470588235,0.0,0.0,0.2719220161798943,0.09411903070112594,10.624843802052002,expected_value_xgboost,,,,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Post-hoc best fixed selective PIMD,selective_pimd,exploratory envelope; not confirmatory,family_holdout,0.15,13,0.1529411764705882,0.0,0.0,0.2658959529382197,0.15294256011289065,6.538402386241446,expected_error_xgboost,,,,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Post-hoc best fixed selective PIMD,selective_pimd,exploratory envelope; not confirmatory,family_holdout,0.2,17,0.2,0.0,0.0,0.2576823273618114,0.20000138364230247,4.999965409181745,expected_error_xgboost,,,,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Post-hoc best fixed selective PIMD,selective_pimd,exploratory envelope; not confirmatory,family_holdout,0.3,26,0.3058823529411765,0.0,0.0,0.2492758415217866,0.30588373658347895,3.269215981108853,local_expected_error,,,,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
PIMD8 + nested ML residual,baseline,fully nested correction,random_oof,1.0,85,1.0,0.0,0.0,0.1868217189440212,1.0000013836423025,0.999998616359612,,,,,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
PIMD8 baseline,baseline,observed labels,random_oof,1.0,85,1.0,0.0,0.0,0.20483647058823526,1.0,1.0,,,,,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Zero-simulation fast model,baseline,strict OOF,random_oof,0.0,0,0.0,0.0,0.0,0.238606118980392,1.3836423024463755e-06,722730.1436447344,,,,,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Post-hoc best probe router,hybrid_probe,exploratory envelope; not confirmatory,random_oof,0.01,1,0.0117647058823529,0.8941176470588236,0.8705882352941177,0.2289736497491438,0.012155698051796693,82.2659460393715,probe_then_expected_value_catboost,,,,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Post-hoc best probe router,hybrid_probe,exploratory envelope; not confirmatory,random_oof,0.02,2,0.0235294117647058,0.8941176470588236,0.8705882352941177,0.2294535054914407,0.023920403934149594,41.80531410560193,probe_then_expected_value_catboost,,,,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Post-hoc best probe router,hybrid_probe,exploratory envelope; not confirmatory,random_oof,0.05,4,0.0470588235294117,0.8941176470588236,0.8705882352941177,0.220143920618478,0.047449815698855494,21.074897452639007,probe_then_expected_value_extra,,,,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Post-hoc best probe router,hybrid_probe,exploratory envelope; not confirmatory,random_oof,0.1,8,0.0941176470588235,0.8941176470588236,0.8705882352941177,0.2160257699450724,0.0945086392282673,10.581043258751127,probe_then_value_rank_ensemble,,,,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Post-hoc best probe router,hybrid_probe,exploratory envelope; not confirmatory,random_oof,0.15,13,0.1529411764705882,0.8941176470588236,0.8705882352941177,0.2176158283743125,0.153332168640032,6.521788668805926,probe_then_local_expected_error,,,,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Post-hoc best probe router,hybrid_probe,exploratory envelope; not confirmatory,random_oof,0.2,17,0.2,0.8941176470588236,0.8705882352941177,0.206427009912813,0.2003909921694438,4.9902442678383165,probe_then_local_expected_error,,,,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Post-hoc best probe router,hybrid_probe,exploratory envelope; not confirmatory,random_oof,0.3,26,0.3058823529411765,0.8941176470588236,0.8705882352941177,0.1827195784019204,0.30627334511062027,3.265057230621289,probe_then_expected_value_extra,,,,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Probe + nested selective PIMD,hybrid_probe,fully nested model/router selection,random_oof,0.01,1,0.0117647058823529,0.8941176470588236,0.8705882352941177,0.2396783128361486,0.012155698051796693,82.2659460393715,,0.17629659881553977,0.3137982089036555,0.1237,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Probe + nested selective PIMD,hybrid_probe,fully nested model/router selection,random_oof,0.02,2,0.0235294117647058,0.8941176470588236,0.8705882352941177,0.2353980331838478,0.023920403934149594,41.80531410560193,,0.17309051961584293,0.3084351301744199,0.1545,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Probe + nested selective PIMD,hybrid_probe,fully nested model/router selection,random_oof,0.05,4,0.0470588235294117,0.8941176470588236,0.8705882352941177,0.215831321529718,0.047449815698855494,21.074897452639007,,0.1577093872303254,0.28700743325556677,0.3304,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Probe + nested selective PIMD,hybrid_probe,fully nested model/router selection,random_oof,0.1,8,0.0941176470588235,0.8941176470588236,0.8705882352941177,0.2280359420017724,0.0945086392282673,10.581043258751127,,0.16706121500970558,0.30065470977802705,0.21305,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Probe + nested selective PIMD,hybrid_probe,fully nested model/router selection,random_oof,0.15,13,0.1529411764705882,0.8941176470588236,0.8705882352941177,0.2243123090282815,0.153332168640032,6.521788668805926,,0.16558734931759014,0.2948100733642217,0.24475,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Probe + nested selective PIMD,hybrid_probe,fully nested model/router selection,random_oof,0.2,17,0.2,0.8941176470588236,0.8705882352941177,0.2171430530801548,0.2003909921694438,4.9902442678383165,,0.15845280725217936,0.28894105105867895,0.3213,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Probe + nested selective PIMD,hybrid_probe,fully nested model/router selection,random_oof,0.3,26,0.3058823529411765,0.8941176470588236,0.8705882352941177,0.228273332837773,0.30627334511062027,3.265057230621289,,0.1700324075436263,0.297763754149079,0.20035,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Oracle selective PIMD,oracle,non-deployable lower bound,random_oof,0.01,1,0.0117647058823529,0.0,0.0,0.2178136422452534,0.011766089524655346,84.99000435994832,,,,,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Oracle selective PIMD,oracle,non-deployable lower bound,random_oof,0.02,2,0.0235294117647058,0.0,0.0,0.2076304312197942,0.023530795407008247,42.497500943047896,,,,,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Oracle selective PIMD,oracle,non-deployable lower bound,random_oof,0.05,4,0.0470588235294117,0.0,0.0,0.1880344024555209,0.04706020717171415,21.249375217392938,,,,,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Oracle selective PIMD,oracle,non-deployable lower bound,random_oof,0.1,8,0.0941176470588235,0.0,0.0,0.1606936550881162,0.09411903070112594,10.624843802052002,,,,,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Oracle selective PIMD,oracle,non-deployable lower bound,random_oof,0.15,13,0.1529411764705882,0.0,0.0,0.1398634397175483,0.15294256011289065,6.538402386241446,,,,,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Oracle selective PIMD,oracle,non-deployable lower bound,random_oof,0.2,17,0.2,0.0,0.0,0.12940327739678,0.20000138364230247,4.999965409181745,,,,,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Oracle selective PIMD,oracle,non-deployable lower bound,random_oof,0.3,26,0.3058823529411765,0.0,0.0,0.1145161190425413,0.30588373658347895,3.269215981108853,,,,,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Fixed risk-rank selective PIMD,selective_pimd,strict OOF; exploratory policy choice,random_oof,0.01,1,0.0117647058823529,0.0,0.0,0.2396783128361486,0.011766089524655346,84.99000435994832,,0.1761253779614518,0.3126111661126756,0.1284,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Fixed risk-rank selective PIMD,selective_pimd,strict OOF; exploratory policy choice,random_oof,0.02,2,0.0235294117647058,0.0,0.0,0.2421650115146786,0.023530795407008247,42.497500943047896,,0.17896482760556337,0.3169022169637638,0.109,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Fixed risk-rank selective PIMD,selective_pimd,strict OOF; exploratory policy choice,random_oof,0.05,4,0.0470588235294117,0.0,0.0,0.2481751321376542,0.04706020717171415,21.249375217392938,,0.18470891105910686,0.32186913377029075,0.0756,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Fixed risk-rank selective PIMD,selective_pimd,strict OOF; exploratory policy choice,random_oof,0.1,8,0.0941176470588235,0.0,0.0,0.2441924404358036,0.09411903070112594,10.624843802052002,,0.18026657740215432,0.31941518450804224,0.09875,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Fixed risk-rank selective PIMD,selective_pimd,strict OOF; exploratory policy choice,random_oof,0.15,13,0.1529411764705882,0.0,0.0,0.2311438943577903,0.15294256011289065,6.538402386241446,,0.17064220782982514,0.3037433480656371,0.1814,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Fixed risk-rank selective PIMD,selective_pimd,strict OOF; exploratory policy choice,random_oof,0.2,17,0.2,0.0,0.0,0.2235479482702073,0.20000138364230247,4.999965409181745,,0.165464570381959,0.295561822735235,0.24995,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Fixed risk-rank selective PIMD,selective_pimd,strict OOF; exploratory policy choice,random_oof,0.3,26,0.3058823529411765,0.0,0.0,0.2021502376499372,0.30588373658347895,3.269215981108853,,0.14966535480751098,0.26760587185581175,0.50105,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Nested learned selective PIMD,selective_pimd,fully nested,random_oof,0.01,1,0.0117647058823529,0.0,0.0,0.2396783128361486,0.011766089524655346,84.99000435994832,,0.17663584222053053,0.31506901946410293,0.1291,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Nested learned selective PIMD,selective_pimd,fully nested,random_oof,0.02,2,0.0235294117647058,0.0,0.0,0.2421650115146786,0.023530795407008247,42.497500943047896,,0.17861327173443625,0.3164640134951099,0.1066,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Nested learned selective PIMD,selective_pimd,fully nested,random_oof,0.05,4,0.0470588235294117,0.0,0.0,0.2355620792903009,0.04706020717171415,21.249375217392938,,0.17460068758327346,0.3080115099805618,0.14505,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Nested learned selective PIMD,selective_pimd,fully nested,random_oof,0.1,8,0.0941176470588235,0.0,0.0,0.2309652639443583,0.09411903070112594,10.624843802052002,,0.1688569815479029,0.303848746514572,0.1823,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Nested learned selective PIMD,selective_pimd,fully nested,random_oof,0.15,13,0.1529411764705882,0.0,0.0,0.2145753177196248,0.15294256011289065,6.538402386241446,,0.15678248454945318,0.2855349542137399,0.35075,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Nested learned selective PIMD,selective_pimd,fully nested,random_oof,0.2,17,0.2,0.0,0.0,0.2231002465517639,0.20000138364230247,4.999965409181745,,0.16473635643861753,0.2953954617834226,0.25045,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Nested learned selective PIMD,selective_pimd,fully nested,random_oof,0.3,26,0.3058823529411765,0.0,0.0,0.1894054970981701,0.30588373658347895,3.269215981108853,,0.14747750960543324,0.23769411520735867,0.68965,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Post-hoc best fixed selective PIMD,selective_pimd,exploratory envelope; not confirmatory,random_oof,0.01,1,0.0117647058823529,0.0,0.0,0.2289736497491438,0.011766089524655346,84.99000435994832,expected_value_catboost,,,,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Post-hoc best fixed selective PIMD,selective_pimd,exploratory envelope; not confirmatory,random_oof,0.02,2,0.0235294117647058,0.0,0.0,0.2300458436049006,0.023530795407008247,42.497500943047896,low_similarity,,,,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Post-hoc best fixed selective PIMD,selective_pimd,exploratory envelope; not confirmatory,random_oof,0.05,4,0.0470588235294117,0.0,0.0,0.227944875023266,0.04706020717171415,21.249375217392938,expected_value_catboost,,,,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Post-hoc best fixed selective PIMD,selective_pimd,exploratory envelope; not confirmatory,random_oof,0.1,8,0.0941176470588235,0.0,0.0,0.2174856500334082,0.09411903070112594,10.624843802052002,expected_value_extra,,,,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Post-hoc best fixed selective PIMD,selective_pimd,exploratory envelope; not confirmatory,random_oof,0.15,13,0.1529411764705882,0.0,0.0,0.2043953514579281,0.15294256011289065,6.538402386241446,expected_value_xgboost,,,,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
Post-hoc best fixed selective PIMD,selective_pimd,exploratory envelope; not confirmatory,random_oof,0.2,17,0.2,0.0,0.0,0.199265267831855,0.20000138364230247,4.999965409181745,value_rank_ensemble,,,,RTX 3090 measured-rate extrapolation: 15 windows x 1 ns; observed probe campaign time; conservative cold-start ML time
