molecule_id,partition,repeat,split_seed,fold,complete_three_point_curve
ZTQSAGDEMFDKMZ-UHFFFAOYSA-N,standardized_exclusion_primary,-1,,0,True
CSCPPACGZOOCGX-UHFFFAOYSA-N,standardized_exclusion_primary,-1,,2,True
ZWEHNKRNPOVVGH-UHFFFAOYSA-N,standardized_exclusion_primary,-1,,4,True
XNLICIUVMPYHGG-UHFFFAOYSA-N,standardized_exclusion_primary,-1,,3,True
FDPIMTJIUBPUKL-UHFFFAOYSA-N,standardized_exclusion_primary,-1,,4,True
QQZOPKMRPOGIEB-UHFFFAOYSA-N,standardized_exclusion_primary,-1,,0,True
QTBSBXVTEAMEQO-UHFFFAOYSA-N,standardized_exclusion_primary,-1,,0,True
XBDQKXXYIPTUBI-UHFFFAOYSA-N,standardized_exclusion_primary,-1,,4,True
FERIUCNNQQJTOY-UHFFFAOYSA-N,standardized_exclusion_primary,-1,,1,True
UHOVQNZJYSORNB-UHFFFAOYSA-N,standardized_exclusion_primary,-1,,0,True
UFWIBTONFRDIAS-UHFFFAOYSA-N,standardized_exclusion_primary,-1,,0,True
MWPLVEDNUUSJAV-UHFFFAOYSA-N,standardized_exclusion_primary,-1,,0,True
IFLREYGFSNHWGE-UHFFFAOYSA-N,standardized_exclusion_primary,-1,,4,True
BBEAQIROQSPTKN-UHFFFAOYSA-N,standardized_exclusion_primary,-1,,2,False
YNPNZTXNASCQKK-UHFFFAOYSA-N,standardized_exclusion_primary,-1,,0,True
ZUOUZKKEUPVFJK-UHFFFAOYSA-N,standardized_exclusion_primary,-1,,1,True
YXFVVABEGXRONW-UHFFFAOYSA-N,standardized_exclusion_primary,-1,,2,True
ISWSIDIOOBJBQZ-UHFFFAOYSA-N,standardized_exclusion_primary,-1,,2,False
IWDCLRJOBJJRNH-UHFFFAOYSA-N,standardized_exclusion_primary,-1,,3,True
RLSSMJSEOOYNOY-UHFFFAOYSA-N,standardized_exclusion_primary,-1,,4,True
QWVGKYWNOKOFNN-UHFFFAOYSA-N,standardized_exclusion_primary,-1,,2,True
XLYOFNOQVPJJNP-UHFFFAOYSA-N,standardized_exclusion_primary,-1,,3,True
OKKJLVBELUTLKV-UHFFFAOYSA-N,standardized_exclusion_primary,-1,,1,True
LFQSCWFLJHTTHZ-UHFFFAOYSA-N,standardized_exclusion_primary,-1,,2,True
BDERNNFJNOPAEC-UHFFFAOYSA-N,standardized_exclusion_primary,-1,,3,True
KFZMGEQAYNKOFK-UHFFFAOYSA-N,standardized_exclusion_primary,-1,,0,False
LRHPLDYGYMQRHN-UHFFFAOYSA-N,standardized_exclusion_primary,-1,,0,True
BTANRVKWQNVYAZ-UHFFFAOYSA-N,standardized_exclusion_primary,-1,,4,False
DKGAVHZHDRPRBM-UHFFFAOYSA-N,standardized_exclusion_primary,-1,,0,False
AMQJEAYHLZJPGS-UHFFFAOYSA-N,standardized_exclusion_primary,-1,,2,False
MSXVEPNJUHWQHW-UHFFFAOYSA-N,standardized_exclusion_primary,-1,,0,True
JYVLIDXNZAXMDK-UHFFFAOYSA-N,standardized_exclusion_primary,-1,,4,True
AQIXEPGDORPWBJ-UHFFFAOYSA-N,standardized_exclusion_primary,-1,,2,True
HPXRVTGHNJAIIH-UHFFFAOYSA-N,standardized_exclusion_primary,-1,,1,False
KBPLFHHGFOOTCA-UHFFFAOYSA-N,standardized_exclusion_primary,-1,,3,True
XEKOWRVHYACXOJ-UHFFFAOYSA-N,standardized_exclusion_primary,-1,,2,True
RJUFJBKOKNCXHH-UHFFFAOYSA-N,standardized_exclusion_primary,-1,,1,True
YKYONYBAUNKHLG-UHFFFAOYSA-N,standardized_exclusion_primary,-1,,1,True
DKPFZGUDAPQIHT-UHFFFAOYSA-N,standardized_exclusion_primary,-1,,3,True
DLFVBJFMPXGRIB-UHFFFAOYSA-N,standardized_exclusion_primary,-1,,4,True
OHLUUHNLEMFGTQ-UHFFFAOYSA-N,standardized_exclusion_primary,-1,,4,True
FXHOOIRPVKKKFG-UHFFFAOYSA-N,standardized_exclusion_primary,-1,,4,True
QLNJFJADRCOGBJ-UHFFFAOYSA-N,standardized_exclusion_primary,-1,,1,False
LSDPWZHWYPCBBB-UHFFFAOYSA-N,standardized_exclusion_primary,-1,,4,True
DNJIEGIFACGWOD-UHFFFAOYSA-N,standardized_exclusion_primary,-1,,1,True
SUVIGLJNEAMWEG-UHFFFAOYSA-N,standardized_exclusion_primary,-1,,1,False
WQAQPCDUOCURKW-UHFFFAOYSA-N,standardized_exclusion_primary,-1,,3,True
QMMFVYPAHWMCMS-UHFFFAOYSA-N,standardized_exclusion_primary,-1,,1,True
LJSQFQKUNVCTIA-UHFFFAOYSA-N,standardized_exclusion_primary,-1,,3,True
WXEHBUMAEPOYKP-UHFFFAOYSA-N,standardized_exclusion_primary,-1,,3,True
WQOXQRCZOLPYPM-UHFFFAOYSA-N,standardized_exclusion_primary,-1,,2,True
ZFRKQXVRDFCRJG-UHFFFAOYSA-N,standardized_exclusion_primary,-1,,3,True
PAYRUJLWNCNPSJ-UHFFFAOYSA-N,standardized_exclusion_primary,-1,,1,True
RAXXELZNTBOGNW-UHFFFAOYSA-N,standardized_exclusion_primary,-1,,1,True
KAESVJOAVNADME-UHFFFAOYSA-N,standardized_exclusion_primary,-1,,3,True
JUJWROOIHBZHMG-UHFFFAOYSA-N,standardized_exclusion_primary,-1,,2,True
LVZWSLJZHVFIQJ-UHFFFAOYSA-N,standardized_exclusion_repeat,0,314159.0,4,True
RGSFGYAAUTVSQA-UHFFFAOYSA-N,standardized_exclusion_repeat,0,314159.0,0,True
XDTMQSROBMDMFD-UHFFFAOYSA-N,standardized_exclusion_repeat,0,314159.0,2,True
DMEGYFMYUHOHGS-UHFFFAOYSA-N,standardized_exclusion_repeat,0,314159.0,2,True
NNPPMTNAJDCUHE-UHFFFAOYSA-N,standardized_exclusion_repeat,0,314159.0,3,True
CRSOQBOWXPBRES-UHFFFAOYSA-N,standardized_exclusion_repeat,0,314159.0,4,True
VNWKTOKETHGBQD-UHFFFAOYSA-N,standardized_exclusion_repeat,0,314159.0,1,True
OTMSDBZUPAUEDD-UHFFFAOYSA-N,standardized_exclusion_repeat,0,314159.0,3,True
ATUOYWHBWRKTHZ-UHFFFAOYSA-N,standardized_exclusion_repeat,0,314159.0,3,True
IJDNQMDRQITEOD-UHFFFAOYSA-N,standardized_exclusion_repeat,0,314159.0,1,True
OFBQJSOFQDEBGM-UHFFFAOYSA-N,standardized_exclusion_repeat,0,314159.0,1,True
VLKZOEOYAKHREP-UHFFFAOYSA-N,standardized_exclusion_repeat,0,314159.0,4,True
TVMXDCGIABBOFY-UHFFFAOYSA-N,standardized_exclusion_repeat,0,314159.0,0,True
VGGSQFUCUMXWEO-UHFFFAOYSA-N,standardized_exclusion_repeat,0,314159.0,0,True
QQONPFPTGQHPMA-UHFFFAOYSA-N,standardized_exclusion_repeat,0,314159.0,3,True
KAKZBPTYRLMSJV-UHFFFAOYSA-N,standardized_exclusion_repeat,0,314159.0,4,True
VXNZUUAINFGPBY-UHFFFAOYSA-N,standardized_exclusion_repeat,0,314159.0,2,True
YWAKXRMUMFPDSH-UHFFFAOYSA-N,standardized_exclusion_repeat,0,314159.0,2,True
BAVYZALUXZFZLV-UHFFFAOYSA-N,standardized_exclusion_repeat,0,314159.0,2,True
ROSDSFDQCJNGOL-UHFFFAOYSA-N,standardized_exclusion_repeat,0,314159.0,2,True
GETQZCLCWQTVFV-UHFFFAOYSA-N,standardized_exclusion_repeat,0,314159.0,0,True
HQABUPZFAYXKJW-UHFFFAOYSA-N,standardized_exclusion_repeat,0,314159.0,4,True
QUSNBJAOOMFDIB-UHFFFAOYSA-N,standardized_exclusion_repeat,0,314159.0,4,False
LCGLNKUTAGEVQW-UHFFFAOYSA-N,standardized_exclusion_repeat,0,314159.0,3,True
RTZKZFJDLAIYFH-UHFFFAOYSA-N,standardized_exclusion_repeat,0,314159.0,3,False
XTHFKEDIFFGKHM-UHFFFAOYSA-N,standardized_exclusion_repeat,0,314159.0,2,False
VNKYTQGIUYNRMY-UHFFFAOYSA-N,standardized_exclusion_repeat,0,314159.0,3,False
IKHGUXGNUITLKF-UHFFFAOYSA-N,standardized_exclusion_repeat,0,314159.0,0,True
NBBJYMSMWIIQGU-UHFFFAOYSA-N,standardized_exclusion_repeat,0,314159.0,1,True
ZTQSAGDEMFDKMZ-UHFFFAOYSA-N,standardized_exclusion_repeat,0,314159.0,4,True
CSCPPACGZOOCGX-UHFFFAOYSA-N,standardized_exclusion_repeat,0,314159.0,2,True
ZWEHNKRNPOVVGH-UHFFFAOYSA-N,standardized_exclusion_repeat,0,314159.0,4,True
XNLICIUVMPYHGG-UHFFFAOYSA-N,standardized_exclusion_repeat,0,314159.0,0,True
FDPIMTJIUBPUKL-UHFFFAOYSA-N,standardized_exclusion_repeat,0,314159.0,2,True
QQZOPKMRPOGIEB-UHFFFAOYSA-N,standardized_exclusion_repeat,0,314159.0,4,True
QTBSBXVTEAMEQO-UHFFFAOYSA-N,standardized_exclusion_repeat,0,314159.0,3,True
XBDQKXXYIPTUBI-UHFFFAOYSA-N,standardized_exclusion_repeat,0,314159.0,3,True
FERIUCNNQQJTOY-UHFFFAOYSA-N,standardized_exclusion_repeat,0,314159.0,4,True
UHOVQNZJYSORNB-UHFFFAOYSA-N,standardized_exclusion_repeat,0,314159.0,3,True
UFWIBTONFRDIAS-UHFFFAOYSA-N,standardized_exclusion_repeat,0,314159.0,1,True
MWPLVEDNUUSJAV-UHFFFAOYSA-N,standardized_exclusion_repeat,0,314159.0,0,True
IFLREYGFSNHWGE-UHFFFAOYSA-N,standardized_exclusion_repeat,0,314159.0,3,True
BBEAQIROQSPTKN-UHFFFAOYSA-N,standardized_exclusion_repeat,0,314159.0,3,False
YNPNZTXNASCQKK-UHFFFAOYSA-N,standardized_exclusion_repeat,0,314159.0,4,True
ZUOUZKKEUPVFJK-UHFFFAOYSA-N,standardized_exclusion_repeat,0,314159.0,2,True
YXFVVABEGXRONW-UHFFFAOYSA-N,standardized_exclusion_repeat,0,314159.0,0,True
ISWSIDIOOBJBQZ-UHFFFAOYSA-N,standardized_exclusion_repeat,0,314159.0,0,False
IWDCLRJOBJJRNH-UHFFFAOYSA-N,standardized_exclusion_repeat,0,314159.0,1,True
RLSSMJSEOOYNOY-UHFFFAOYSA-N,standardized_exclusion_repeat,0,314159.0,0,True
QWVGKYWNOKOFNN-UHFFFAOYSA-N,standardized_exclusion_repeat,0,314159.0,2,True
XLYOFNOQVPJJNP-UHFFFAOYSA-N,standardized_exclusion_repeat,0,314159.0,1,True
OKKJLVBELUTLKV-UHFFFAOYSA-N,standardized_exclusion_repeat,0,314159.0,0,True
LFQSCWFLJHTTHZ-UHFFFAOYSA-N,standardized_exclusion_repeat,0,314159.0,1,True
BDERNNFJNOPAEC-UHFFFAOYSA-N,standardized_exclusion_repeat,0,314159.0,1,True
KFZMGEQAYNKOFK-UHFFFAOYSA-N,standardized_exclusion_repeat,0,314159.0,1,False
LRHPLDYGYMQRHN-UHFFFAOYSA-N,standardized_exclusion_repeat,0,314159.0,2,True
BTANRVKWQNVYAZ-UHFFFAOYSA-N,standardized_exclusion_repeat,0,314159.0,0,False
DKGAVHZHDRPRBM-UHFFFAOYSA-N,standardized_exclusion_repeat,0,314159.0,4,False
AMQJEAYHLZJPGS-UHFFFAOYSA-N,standardized_exclusion_repeat,0,314159.0,0,False
MSXVEPNJUHWQHW-UHFFFAOYSA-N,standardized_exclusion_repeat,0,314159.0,0,True
JYVLIDXNZAXMDK-UHFFFAOYSA-N,standardized_exclusion_repeat,0,314159.0,2,True
AQIXEPGDORPWBJ-UHFFFAOYSA-N,standardized_exclusion_repeat,0,314159.0,3,True
HPXRVTGHNJAIIH-UHFFFAOYSA-N,standardized_exclusion_repeat,0,314159.0,3,False
KBPLFHHGFOOTCA-UHFFFAOYSA-N,standardized_exclusion_repeat,0,314159.0,0,True
XEKOWRVHYACXOJ-UHFFFAOYSA-N,standardized_exclusion_repeat,0,314159.0,1,True
RJUFJBKOKNCXHH-UHFFFAOYSA-N,standardized_exclusion_repeat,0,314159.0,1,True
YKYONYBAUNKHLG-UHFFFAOYSA-N,standardized_exclusion_repeat,0,314159.0,4,True
DKPFZGUDAPQIHT-UHFFFAOYSA-N,standardized_exclusion_repeat,0,314159.0,3,True
DLFVBJFMPXGRIB-UHFFFAOYSA-N,standardized_exclusion_repeat,0,314159.0,2,True
OHLUUHNLEMFGTQ-UHFFFAOYSA-N,standardized_exclusion_repeat,0,314159.0,1,True
FXHOOIRPVKKKFG-UHFFFAOYSA-N,standardized_exclusion_repeat,0,314159.0,2,True
QLNJFJADRCOGBJ-UHFFFAOYSA-N,standardized_exclusion_repeat,0,314159.0,4,False
LSDPWZHWYPCBBB-UHFFFAOYSA-N,standardized_exclusion_repeat,0,314159.0,0,True
DNJIEGIFACGWOD-UHFFFAOYSA-N,standardized_exclusion_repeat,0,314159.0,4,True
SUVIGLJNEAMWEG-UHFFFAOYSA-N,standardized_exclusion_repeat,0,314159.0,3,False
WQAQPCDUOCURKW-UHFFFAOYSA-N,standardized_exclusion_repeat,0,314159.0,1,True
QMMFVYPAHWMCMS-UHFFFAOYSA-N,standardized_exclusion_repeat,0,314159.0,0,True
LJSQFQKUNVCTIA-UHFFFAOYSA-N,standardized_exclusion_repeat,0,314159.0,2,True
WXEHBUMAEPOYKP-UHFFFAOYSA-N,standardized_exclusion_repeat,0,314159.0,1,True
WQOXQRCZOLPYPM-UHFFFAOYSA-N,standardized_exclusion_repeat,0,314159.0,4,True
ZFRKQXVRDFCRJG-UHFFFAOYSA-N,standardized_exclusion_repeat,0,314159.0,1,True
PAYRUJLWNCNPSJ-UHFFFAOYSA-N,standardized_exclusion_repeat,0,314159.0,1,True
RAXXELZNTBOGNW-UHFFFAOYSA-N,standardized_exclusion_repeat,0,314159.0,4,True
KAESVJOAVNADME-UHFFFAOYSA-N,standardized_exclusion_repeat,0,314159.0,3,True
JUJWROOIHBZHMG-UHFFFAOYSA-N,standardized_exclusion_repeat,0,314159.0,2,True
LVZWSLJZHVFIQJ-UHFFFAOYSA-N,standardized_exclusion_repeat,1,271828.0,1,True
RGSFGYAAUTVSQA-UHFFFAOYSA-N,standardized_exclusion_repeat,1,271828.0,1,True
XDTMQSROBMDMFD-UHFFFAOYSA-N,standardized_exclusion_repeat,1,271828.0,4,True
DMEGYFMYUHOHGS-UHFFFAOYSA-N,standardized_exclusion_repeat,1,271828.0,1,True
NNPPMTNAJDCUHE-UHFFFAOYSA-N,standardized_exclusion_repeat,1,271828.0,0,True
CRSOQBOWXPBRES-UHFFFAOYSA-N,standardized_exclusion_repeat,1,271828.0,4,True
VNWKTOKETHGBQD-UHFFFAOYSA-N,standardized_exclusion_repeat,1,271828.0,4,True
OTMSDBZUPAUEDD-UHFFFAOYSA-N,standardized_exclusion_repeat,1,271828.0,2,True
ATUOYWHBWRKTHZ-UHFFFAOYSA-N,standardized_exclusion_repeat,1,271828.0,4,True
IJDNQMDRQITEOD-UHFFFAOYSA-N,standardized_exclusion_repeat,1,271828.0,3,True
OFBQJSOFQDEBGM-UHFFFAOYSA-N,standardized_exclusion_repeat,1,271828.0,0,True
VLKZOEOYAKHREP-UHFFFAOYSA-N,standardized_exclusion_repeat,1,271828.0,1,True
TVMXDCGIABBOFY-UHFFFAOYSA-N,standardized_exclusion_repeat,1,271828.0,3,True
VGGSQFUCUMXWEO-UHFFFAOYSA-N,standardized_exclusion_repeat,1,271828.0,0,True
QQONPFPTGQHPMA-UHFFFAOYSA-N,standardized_exclusion_repeat,1,271828.0,3,True
KAKZBPTYRLMSJV-UHFFFAOYSA-N,standardized_exclusion_repeat,1,271828.0,1,True
VXNZUUAINFGPBY-UHFFFAOYSA-N,standardized_exclusion_repeat,1,271828.0,0,True
YWAKXRMUMFPDSH-UHFFFAOYSA-N,standardized_exclusion_repeat,1,271828.0,3,True
BAVYZALUXZFZLV-UHFFFAOYSA-N,standardized_exclusion_repeat,1,271828.0,4,True
ROSDSFDQCJNGOL-UHFFFAOYSA-N,standardized_exclusion_repeat,1,271828.0,1,True
GETQZCLCWQTVFV-UHFFFAOYSA-N,standardized_exclusion_repeat,1,271828.0,1,True
HQABUPZFAYXKJW-UHFFFAOYSA-N,standardized_exclusion_repeat,1,271828.0,2,True
QUSNBJAOOMFDIB-UHFFFAOYSA-N,standardized_exclusion_repeat,1,271828.0,1,False
LCGLNKUTAGEVQW-UHFFFAOYSA-N,standardized_exclusion_repeat,1,271828.0,0,True
RTZKZFJDLAIYFH-UHFFFAOYSA-N,standardized_exclusion_repeat,1,271828.0,2,False
XTHFKEDIFFGKHM-UHFFFAOYSA-N,standardized_exclusion_repeat,1,271828.0,3,False
VNKYTQGIUYNRMY-UHFFFAOYSA-N,standardized_exclusion_repeat,1,271828.0,4,False
IKHGUXGNUITLKF-UHFFFAOYSA-N,standardized_exclusion_repeat,1,271828.0,3,True
NBBJYMSMWIIQGU-UHFFFAOYSA-N,standardized_exclusion_repeat,1,271828.0,3,True
ZTQSAGDEMFDKMZ-UHFFFAOYSA-N,standardized_exclusion_repeat,1,271828.0,4,True
CSCPPACGZOOCGX-UHFFFAOYSA-N,standardized_exclusion_repeat,1,271828.0,3,True
ZWEHNKRNPOVVGH-UHFFFAOYSA-N,standardized_exclusion_repeat,1,271828.0,1,True
XNLICIUVMPYHGG-UHFFFAOYSA-N,standardized_exclusion_repeat,1,271828.0,0,True
FDPIMTJIUBPUKL-UHFFFAOYSA-N,standardized_exclusion_repeat,1,271828.0,0,True
QQZOPKMRPOGIEB-UHFFFAOYSA-N,standardized_exclusion_repeat,1,271828.0,2,True
QTBSBXVTEAMEQO-UHFFFAOYSA-N,standardized_exclusion_repeat,1,271828.0,2,True
XBDQKXXYIPTUBI-UHFFFAOYSA-N,standardized_exclusion_repeat,1,271828.0,2,True
FERIUCNNQQJTOY-UHFFFAOYSA-N,standardized_exclusion_repeat,1,271828.0,3,True
UHOVQNZJYSORNB-UHFFFAOYSA-N,standardized_exclusion_repeat,1,271828.0,2,True
UFWIBTONFRDIAS-UHFFFAOYSA-N,standardized_exclusion_repeat,1,271828.0,2,True
MWPLVEDNUUSJAV-UHFFFAOYSA-N,standardized_exclusion_repeat,1,271828.0,3,True
IFLREYGFSNHWGE-UHFFFAOYSA-N,standardized_exclusion_repeat,1,271828.0,1,True
BBEAQIROQSPTKN-UHFFFAOYSA-N,standardized_exclusion_repeat,1,271828.0,0,False
YNPNZTXNASCQKK-UHFFFAOYSA-N,standardized_exclusion_repeat,1,271828.0,3,True
ZUOUZKKEUPVFJK-UHFFFAOYSA-N,standardized_exclusion_repeat,1,271828.0,2,True
YXFVVABEGXRONW-UHFFFAOYSA-N,standardized_exclusion_repeat,1,271828.0,0,True
ISWSIDIOOBJBQZ-UHFFFAOYSA-N,standardized_exclusion_repeat,1,271828.0,1,False
IWDCLRJOBJJRNH-UHFFFAOYSA-N,standardized_exclusion_repeat,1,271828.0,0,True
RLSSMJSEOOYNOY-UHFFFAOYSA-N,standardized_exclusion_repeat,1,271828.0,3,True
QWVGKYWNOKOFNN-UHFFFAOYSA-N,standardized_exclusion_repeat,1,271828.0,0,True
XLYOFNOQVPJJNP-UHFFFAOYSA-N,standardized_exclusion_repeat,1,271828.0,0,True
OKKJLVBELUTLKV-UHFFFAOYSA-N,standardized_exclusion_repeat,1,271828.0,1,True
LFQSCWFLJHTTHZ-UHFFFAOYSA-N,standardized_exclusion_repeat,1,271828.0,4,True
BDERNNFJNOPAEC-UHFFFAOYSA-N,standardized_exclusion_repeat,1,271828.0,1,True
KFZMGEQAYNKOFK-UHFFFAOYSA-N,standardized_exclusion_repeat,1,271828.0,1,False
LRHPLDYGYMQRHN-UHFFFAOYSA-N,standardized_exclusion_repeat,1,271828.0,4,True
BTANRVKWQNVYAZ-UHFFFAOYSA-N,standardized_exclusion_repeat,1,271828.0,4,False
DKGAVHZHDRPRBM-UHFFFAOYSA-N,standardized_exclusion_repeat,1,271828.0,0,False
AMQJEAYHLZJPGS-UHFFFAOYSA-N,standardized_exclusion_repeat,1,271828.0,2,False
MSXVEPNJUHWQHW-UHFFFAOYSA-N,standardized_exclusion_repeat,1,271828.0,4,True
JYVLIDXNZAXMDK-UHFFFAOYSA-N,standardized_exclusion_repeat,1,271828.0,3,True
AQIXEPGDORPWBJ-UHFFFAOYSA-N,standardized_exclusion_repeat,1,271828.0,1,True
HPXRVTGHNJAIIH-UHFFFAOYSA-N,standardized_exclusion_repeat,1,271828.0,3,False
KBPLFHHGFOOTCA-UHFFFAOYSA-N,standardized_exclusion_repeat,1,271828.0,2,True
XEKOWRVHYACXOJ-UHFFFAOYSA-N,standardized_exclusion_repeat,1,271828.0,4,True
RJUFJBKOKNCXHH-UHFFFAOYSA-N,standardized_exclusion_repeat,1,271828.0,0,True
YKYONYBAUNKHLG-UHFFFAOYSA-N,standardized_exclusion_repeat,1,271828.0,4,True
DKPFZGUDAPQIHT-UHFFFAOYSA-N,standardized_exclusion_repeat,1,271828.0,4,True
DLFVBJFMPXGRIB-UHFFFAOYSA-N,standardized_exclusion_repeat,1,271828.0,3,True
OHLUUHNLEMFGTQ-UHFFFAOYSA-N,standardized_exclusion_repeat,1,271828.0,4,True
FXHOOIRPVKKKFG-UHFFFAOYSA-N,standardized_exclusion_repeat,1,271828.0,0,True
QLNJFJADRCOGBJ-UHFFFAOYSA-N,standardized_exclusion_repeat,1,271828.0,0,False
LSDPWZHWYPCBBB-UHFFFAOYSA-N,standardized_exclusion_repeat,1,271828.0,3,True
DNJIEGIFACGWOD-UHFFFAOYSA-N,standardized_exclusion_repeat,1,271828.0,4,True
SUVIGLJNEAMWEG-UHFFFAOYSA-N,standardized_exclusion_repeat,1,271828.0,2,False
WQAQPCDUOCURKW-UHFFFAOYSA-N,standardized_exclusion_repeat,1,271828.0,1,True
QMMFVYPAHWMCMS-UHFFFAOYSA-N,standardized_exclusion_repeat,1,271828.0,1,True
LJSQFQKUNVCTIA-UHFFFAOYSA-N,standardized_exclusion_repeat,1,271828.0,2,True
WXEHBUMAEPOYKP-UHFFFAOYSA-N,standardized_exclusion_repeat,1,271828.0,2,True
WQOXQRCZOLPYPM-UHFFFAOYSA-N,standardized_exclusion_repeat,1,271828.0,2,True
ZFRKQXVRDFCRJG-UHFFFAOYSA-N,standardized_exclusion_repeat,1,271828.0,2,True
PAYRUJLWNCNPSJ-UHFFFAOYSA-N,standardized_exclusion_repeat,1,271828.0,3,True
RAXXELZNTBOGNW-UHFFFAOYSA-N,standardized_exclusion_repeat,1,271828.0,2,True
KAESVJOAVNADME-UHFFFAOYSA-N,standardized_exclusion_repeat,1,271828.0,4,True
JUJWROOIHBZHMG-UHFFFAOYSA-N,standardized_exclusion_repeat,1,271828.0,0,True
LVZWSLJZHVFIQJ-UHFFFAOYSA-N,standardized_exclusion_repeat,2,161803.0,1,True
RGSFGYAAUTVSQA-UHFFFAOYSA-N,standardized_exclusion_repeat,2,161803.0,4,True
XDTMQSROBMDMFD-UHFFFAOYSA-N,standardized_exclusion_repeat,2,161803.0,4,True
DMEGYFMYUHOHGS-UHFFFAOYSA-N,standardized_exclusion_repeat,2,161803.0,1,True
NNPPMTNAJDCUHE-UHFFFAOYSA-N,standardized_exclusion_repeat,2,161803.0,1,True
CRSOQBOWXPBRES-UHFFFAOYSA-N,standardized_exclusion_repeat,2,161803.0,2,True
VNWKTOKETHGBQD-UHFFFAOYSA-N,standardized_exclusion_repeat,2,161803.0,2,True
OTMSDBZUPAUEDD-UHFFFAOYSA-N,standardized_exclusion_repeat,2,161803.0,1,True
ATUOYWHBWRKTHZ-UHFFFAOYSA-N,standardized_exclusion_repeat,2,161803.0,4,True
IJDNQMDRQITEOD-UHFFFAOYSA-N,standardized_exclusion_repeat,2,161803.0,2,True
OFBQJSOFQDEBGM-UHFFFAOYSA-N,standardized_exclusion_repeat,2,161803.0,3,True
VLKZOEOYAKHREP-UHFFFAOYSA-N,standardized_exclusion_repeat,2,161803.0,4,True
TVMXDCGIABBOFY-UHFFFAOYSA-N,standardized_exclusion_repeat,2,161803.0,4,True
VGGSQFUCUMXWEO-UHFFFAOYSA-N,standardized_exclusion_repeat,2,161803.0,0,True
QQONPFPTGQHPMA-UHFFFAOYSA-N,standardized_exclusion_repeat,2,161803.0,2,True
KAKZBPTYRLMSJV-UHFFFAOYSA-N,standardized_exclusion_repeat,2,161803.0,4,True
VXNZUUAINFGPBY-UHFFFAOYSA-N,standardized_exclusion_repeat,2,161803.0,3,True
YWAKXRMUMFPDSH-UHFFFAOYSA-N,standardized_exclusion_repeat,2,161803.0,1,True
BAVYZALUXZFZLV-UHFFFAOYSA-N,standardized_exclusion_repeat,2,161803.0,3,True
ROSDSFDQCJNGOL-UHFFFAOYSA-N,standardized_exclusion_repeat,2,161803.0,4,True
